subscription_id,customer_id,plan_id,billing_period,seats,discount_pct,start_date,end_date,end_reason,churn_type,churn_reason
SUB-00068-07,CUS-00068,PLN-ENTERPRISE,monthly,380,0.012,2026-05-01,,,,
SUB-00069-00,CUS-00069,PLN-SCALE,annual,161,0.202,2023-05-01,2023-06-01,plan_change,,
SUB-00069-01,CUS-00069,PLN-SCALE,annual,222,0.202,2023-06-01,2023-08-01,plan_change,,
SUB-00069-02,CUS-00069,PLN-SCALE,annual,275,0.202,2023-08-01,2023-11-01,plan_change,,
SUB-00069-03,CUS-00069,PLN-ENTERPRISE,annual,383,0.202,2023-11-01,2024-05-01,plan_change,,
SUB-00069-04,CUS-00069,PLN-ENTERPRISE,annual,499,0.202,2024-05-01,2024-11-01,plan_change,,
SUB-00069-05,CUS-00069,PLN-ENTERPRISE,annual,420,0.202,2024-11-01,2025-08-01,plan_change,,
SUB-00069-06,CUS-00069,PLN-ENTERPRISE,annual,290,0.202,2025-08-01,2025-09-01,plan_change,,
SUB-00069-07,CUS-00069,PLN-ENTERPRISE,annual,413,0.202,2025-09-01,2025-11-01,plan_change,,
SUB-00069-08,CUS-00069,PLN-ENTERPRISE,annual,573,0.202,2025-11-01,2025-12-01,plan_change,,
SUB-00069-09,CUS-00069,PLN-ENTERPRISE,annual,387,0.202,2025-12-01,2026-05-01,plan_change,,
SUB-00069-10,CUS-00069,PLN-ENTERPRISE,annual,427,0.202,2026-05-01,,,,
SUB-00070-00,CUS-00070,PLN-SCALE,annual,127,0.182,2023-05-01,2023-08-01,plan_change,,
SUB-00070-01,CUS-00070,PLN-SCALE,annual,96,0.182,2023-08-01,2024-12-01,plan_change,,
SUB-00070-02,CUS-00070,PLN-SCALE,annual,117,0.182,2024-12-01,2025-01-01,plan_change,,
SUB-00070-03,CUS-00070,PLN-SCALE,annual,69,0.182,2025-01-01,2025-05-01,plan_change,,
SUB-00070-04,CUS-00070,PLN-SCALE,annual,92,0.182,2025-05-01,2025-06-01,churn,involuntary,Payment failure
SUB-00071-00,CUS-00071,PLN-GROWTH,monthly,35,0.111,2023-05-01,2023-11-01,plan_change,,
SUB-00071-01,CUS-00071,PLN-GROWTH,monthly,45,0.111,2023-11-01,2024-07-01,plan_change,,
SUB-00071-02,CUS-00071,PLN-GROWTH,monthly,27,0.111,2024-07-01,2024-10-01,plan_change,,
SUB-00071-03,CUS-00071,PLN-GROWTH,monthly,39,0.111,2024-10-01,2025-01-01,plan_change,,
SUB-00071-04,CUS-00071,PLN-GROWTH,monthly,29,0.111,2025-01-01,2025-06-01,plan_change,,
SUB-00071-05,CUS-00071,PLN-GROWTH,monthly,36,0.111,2025-06-01,2025-12-01,plan_change,,
SUB-00071-06,CUS-00071,PLN-GROWTH,monthly,49,0.111,2025-12-01,2026-06-01,plan_change,,
SUB-00071-07,CUS-00071,PLN-GROWTH,monthly,65,0.111,2026-06-01,,,,
SUB-00072-00,CUS-00072,PLN-GROWTH,monthly,20,0.018,2023-05-01,2023-06-01,plan_change,,
SUB-00072-01,CUS-00072,PLN-GROWTH,monthly,23,0.018,2023-06-01,2024-01-01,plan_change,,
SUB-00072-02,CUS-00072,PLN-GROWTH,monthly,27,0.018,2024-01-01,2024-02-01,plan_change,,
SUB-00072-03,CUS-00072,PLN-GROWTH,monthly,31,0.018,2024-02-01,2024-04-01,plan_change,,
SUB-00072-04,CUS-00072,PLN-GROWTH,monthly,34,0.018,2024-04-01,2025-03-01,plan_change,,
SUB-00072-05,CUS-00072,PLN-GROWTH,monthly,45,0.018,2025-03-01,2026-02-01,plan_change,,
SUB-00072-06,CUS-00072,PLN-GROWTH,monthly,63,0.018,2026-02-01,2026-04-01,plan_change,,
SUB-00072-07,CUS-00072,PLN-GROWTH,monthly,90,0.018,2026-04-01,,,,
SUB-00073-00,CUS-00073,PLN-SCALE,annual,88,0.173,2023-05-01,2023-09-01,plan_change,,
SUB-00073-01,CUS-00073,PLN-SCALE,annual,80,0.173,2023-09-01,2025-02-01,plan_change,,
SUB-00073-02,CUS-00073,PLN-SCALE,annual,101,0.173,2025-02-01,2025-05-01,churn,voluntary,Low adoption
SUB-00074-00,CUS-00074,PLN-GROWTH,annual,34,0.073,2023-05-01,2024-12-01,plan_change,,
SUB-00074-01,CUS-00074,PLN-GROWTH,annual,38,0.073,2024-12-01,2025-10-01,plan_change,,
SUB-00074-02,CUS-00074,PLN-GROWTH,annual,54,0.073,2025-10-01,,,,
SUB-00075-00,CUS-00075,PLN-GROWTH,monthly,14,0.018,2023-05-01,2024-02-01,churn,voluntary,Low adoption
SUB-00076-00,CUS-00076,PLN-GROWTH,monthly,21,0.005,2023-05-01,2023-09-01,churn,voluntary,Price / budget cuts
SUB-00077-00,CUS-00077,PLN-ENTERPRISE,annual,361,0.24,2023-05-01,2023-06-01,plan_change,,
SUB-00077-01,CUS-00077,PLN-ENTERPRISE,annual,316,0.24,2023-06-01,2023-09-01,plan_change,,
SUB-00077-02,CUS-00077,PLN-ENTERPRISE,annual,339,0.24,2023-09-01,2025-01-01,plan_change,,
SUB-00077-03,CUS-00077,PLN-ENTERPRISE,annual,303,0.24,2025-01-01,2025-03-01,plan_change,,
SUB-00077-04,CUS-00077,PLN-ENTERPRISE,annual,395,0.24,2025-03-01,2026-02-01,plan_change,,
SUB-00077-05,CUS-00077,PLN-ENTERPRISE,annual,251,0.24,2026-02-01,,,,
SUB-00078-00,CUS-00078,PLN-GROWTH,monthly,43,0.0,2023-05-01,2024-12-01,churn,voluntary,Missing functionality
SUB-00079-00,CUS-00079,PLN-GROWTH,monthly,16,0.047,2023-05-01,2023-10-01,churn,voluntary,Switched to competitor
SUB-00080-00,CUS-00080,PLN-SCALE,annual,46,0.207,2023-05-01,2024-06-01,plan_change,,
SUB-00080-01,CUS-00080,PLN-SCALE,annual,59,0.207,2024-06-01,2025-05-01,plan_change,,
SUB-00080-02,CUS-00080,PLN-SCALE,annual,69,0.207,2025-05-01,2026-01-01,plan_change,,
SUB-00080-03,CUS-00080,PLN-SCALE,annual,45,0.207,2026-01-01,2026-05-01,plan_change,,
SUB-00080-04,CUS-00080,PLN-GROWTH,annual,27,0.207,2026-05-01,,,,
SUB-00081-00,CUS-00081,PLN-STARTER,monthly,4,0.0,2023-05-01,2023-10-01,plan_change,,
SUB-00081-01,CUS-00081,PLN-STARTER,monthly,5,0.0,2023-10-01,2024-02-01,plan_change,,
SUB-00081-02,CUS-00081,PLN-STARTER,monthly,6,0.0,2024-02-01,2024-10-01,plan_change,,
SUB-00081-03,CUS-00081,PLN-STARTER,monthly,8,0.0,2024-10-01,2025-02-01,plan_change,,
SUB-00081-04,CUS-00081,PLN-STARTER,monthly,7,0.0,2025-02-01,2025-03-01,plan_change,,
SUB-00081-05,CUS-00081,PLN-STARTER,monthly,5,0.0,2025-03-01,2025-09-01,churn,voluntary,Switched to competitor
SUB-00082-00,CUS-00082,PLN-SCALE,annual,145,0.173,2023-05-01,2023-06-01,plan_change,,
SUB-00082-01,CUS-00082,PLN-SCALE,annual,159,0.173,2023-06-01,2024-04-01,plan_change,,
SUB-00082-02,CUS-00082,PLN-SCALE,annual,222,0.173,2024-04-01,2024-07-01,plan_change,,
SUB-00082-03,CUS-00082,PLN-SCALE,annual,148,0.173,2024-07-01,,,,
SUB-00083-00,CUS-00083,PLN-GROWTH,monthly,13,0.013,2023-05-01,2023-06-01,plan_change,,
SUB-00083-01,CUS-00083,PLN-GROWTH,monthly,18,0.013,2023-06-01,2024-11-01,plan_change,,
SUB-00083-02,CUS-00083,PLN-GROWTH,monthly,14,0.013,2024-11-01,2025-01-01,plan_change,,
SUB-00083-03,CUS-00083,PLN-GROWTH,monthly,20,0.013,2025-01-01,2025-02-01,churn,involuntary,Payment failure
SUB-00084-00,CUS-00084,PLN-GROWTH,annual,12,0.156,2023-05-01,2024-05-01,plan_change,,
SUB-00084-01,CUS-00084,PLN-GROWTH,annual,16,0.156,2024-05-01,2025-05-01,plan_change,,
SUB-00084-02,CUS-00084,PLN-GROWTH,annual,21,0.156,2025-05-01,2025-08-01,plan_change,,
SUB-00084-03,CUS-00084,PLN-GROWTH,annual,27,0.156,2025-08-01,2025-12-01,plan_change,,
SUB-00084-04,CUS-00084,PLN-GROWTH,annual,31,0.156,2025-12-01,2026-01-01,plan_change,,
SUB-00084-05,CUS-00084,PLN-GROWTH,annual,36,0.156,2026-01-01,2026-04-01,plan_change,,
SUB-00084-06,CUS-00084,PLN-GROWTH,annual,45,0.156,2026-04-01,,,,
SUB-00085-00,CUS-00085,PLN-GROWTH,monthly,14,0.11,2023-05-01,2023-12-01,plan_change,,
SUB-00085-01,CUS-00085,PLN-GROWTH,monthly,17,0.11,2023-12-01,2024-04-01,plan_change,,
SUB-00085-02,CUS-00085,PLN-GROWTH,monthly,24,0.11,2024-04-01,2024-07-01,plan_change,,
SUB-00085-03,CUS-00085,PLN-GROWTH,monthly,29,0.11,2024-07-01,2024-10-01,plan_change,,
SUB-00085-04,CUS-00085,PLN-GROWTH,monthly,22,0.11,2024-10-01,,,,
SUB-00086-00,CUS-00086,PLN-STARTER,monthly,2,0.0,2023-06-01,2023-08-01,plan_change,,
SUB-00086-01,CUS-00086,PLN-STARTER,monthly,3,0.0,2023-08-01,2023-10-01,plan_change,,
SUB-00086-02,CUS-00086,PLN-STARTER,monthly,2,0.0,2023-10-01,2023-12-01,plan_change,,
SUB-00086-03,CUS-00086,PLN-STARTER,monthly,3,0.0,2023-12-01,2024-11-01,churn,involuntary,Payment failure
SUB-00087-00,CUS-00087,PLN-GROWTH,monthly,14,0.056,2023-06-01,2023-11-01,plan_change,,
SUB-00087-01,CUS-00087,PLN-GROWTH,monthly,18,0.056,2023-11-01,2024-06-01,plan_change,,
SUB-00087-02,CUS-00087,PLN-GROWTH,monthly,15,0.056,2024-06-01,2025-01-01,plan_change,,
SUB-00087-03,CUS-00087,PLN-GROWTH,monthly,21,0.056,2025-01-01,2026-02-01,plan_change,,
SUB-00087-04,CUS-00087,PLN-GROWTH,monthly,23,0.056,2026-02-01,2026-07-01,plan_change,,
SUB-00087-05,CUS-00087,PLN-GROWTH,monthly,33,0.056,2026-07-01,,,,
SUB-00088-00,CUS-00088,PLN-GROWTH,monthly,37,0.045,2023-06-01,2024-04-01,churn,voluntary,Poor support experience
SUB-00089-00,CUS-00089,PLN-STARTER,monthly,7,0.06,2023-06-01,2023-10-01,churn,involuntary,Payment failure
SUB-00090-00,CUS-00090,PLN-GROWTH,monthly,33,0.072,2023-06-01,2023-07-01,churn,involuntary,Payment failure
SUB-00091-00,CUS-00091,PLN-SCALE,monthly,107,0.034,2023-06-01,2023-07-01,churn,voluntary,Switched to competitor
SUB-00092-00,CUS-00092,PLN-STARTER,annual,3,0.114,2023-06-01,2023-11-01,plan_change,,
SUB-00092-01,CUS-00092,PLN-STARTER,annual,4,0.114,2023-11-01,2025-07-01,plan_change,,
SUB-00092-02,CUS-00092,PLN-STARTER,annual,3,0.114,2025-07-01,2026-02-01,plan_change,,
SUB-00092-03,CUS-00092,PLN-STARTER,annual,4,0.114,2026-02-01,2026-07-01,plan_change,,
SUB-00092-04,CUS-00092,PLN-STARTER,annual,5,0.114,2026-07-01,,,,
SUB-00093-00,CUS-00093,PLN-STARTER,annual,6,0.1,2023-06-01,2024-02-01,plan_change,,
SUB-00093-01,CUS-00093,PLN-STARTER,annual,5,0.1,2024-02-01,2024-04-01,plan_change,,
SUB-00093-02,CUS-00093,PLN-STARTER,annual,6,0.1,2024-04-01,2026-03-01,plan_change,,
SUB-00093-03,CUS-00093,PLN-STARTER,annual,4,0.1,2026-03-01,2026-06-01,churn,voluntary,Missing functionality
SUB-00094-00,CUS-00094,PLN-STARTER,monthly,2,0.079,2023-06-01,2026-08-01,churn,voluntary,Price / budget cuts
SUB-00095-00,CUS-00095,PLN-STARTER,monthly,6,0.045,2023-06-01,2023-07-01,plan_change,,
SUB-00095-01,CUS-00095,PLN-STARTER,monthly,8,0.045,2023-07-01,2023-11-01,churn,voluntary,Price / budget cuts
SUB-00096-00,CUS-00096,PLN-GROWTH,annual,20,0.11,2023-06-01,2023-09-01,plan_change,,
SUB-00096-01,CUS-00096,PLN-GROWTH,annual,15,0.11,2023-09-01,2023-11-01,plan_change,,
SUB-00096-02,CUS-00096,PLN-GROWTH,annual,18,0.11,2023-11-01,2024-02-01,plan_change,,
SUB-00096-03,CUS-00096,PLN-GROWTH,annual,21,0.11,2024-02-01,2024-03-01,plan_change,,
SUB-00096-04,CUS-00096,PLN-GROWTH,annual,25,0.11,2024-03-01,2024-10-01,plan_change,,
SUB-00096-05,CUS-00096,PLN-GROWTH,annual,29,0.11,2024-10-01,2025-01-01,plan_change,,
SUB-00096-06,CUS-00096,PLN-GROWTH,annual,24,0.11,2025-01-01,2025-06-01,plan_change,,
SUB-00096-07,CUS-00096,PLN-GROWTH,annual,27,0.11,2025-06-01,2025-10-01,plan_change,,
SUB-00096-08,CUS-00096,PLN-GROWTH,annual,35,0.11,2025-10-01,2026-04-01,plan_change,,
SUB-00096-09,CUS-00096,PLN-GROWTH,annual,43,0.11,2026-04-01,2026-06-01,plan_change,,
SUB-00096-10,CUS-00096,PLN-GROWTH,annual,58,0.11,2026-06-01,,,,
SUB-00097-00,CUS-00097,PLN-GROWTH,monthly,17,0.064,2023-06-01,2023-10-01,plan_change,,
SUB-00097-01,CUS-00097,PLN-GROWTH,monthly,23,0.064,2023-10-01,2024-01-01,plan_change,,
SUB-00097-02,CUS-00097,PLN-GROWTH,monthly,15,0.064,2024-01-01,2024-02-01,plan_change,,
SUB-00097-03,CUS-00097,PLN-GROWTH,monthly,19,0.064,2024-02-01,2024-07-01,churn,involuntary,Payment failure
SUB-00098-00,CUS-00098,PLN-SCALE,monthly,68,0.081,2023-06-01,2023-10-01,plan_change,,
SUB-00098-01,CUS-00098,PLN-SCALE,monthly,59,0.081,2023-10-01,2024-05-01,plan_change,,
SUB-00098-02,CUS-00098,PLN-SCALE,monthly,47,0.081,2024-05-01,2025-01-01,plan_change,,
SUB-00098-03,CUS-00098,PLN-SCALE,monthly,54,0.081,2025-01-01,2025-03-01,plan_change,,
SUB-00098-04,CUS-00098,PLN-GROWTH,monthly,38,0.081,2025-03-01,2025-05-01,plan_change,,
SUB-00098-05,CUS-00098,PLN-GROWTH,monthly,28,0.081,2025-05-01,2026-01-01,churn,voluntary,Low adoption
SUB-00099-00,CUS-00099,PLN-GROWTH,monthly,18,0.003,2023-06-01,2024-06-01,plan_change,,
SUB-00099-01,CUS-00099,PLN-GROWTH,monthly,12,0.003,2024-06-01,2024-08-01,plan_change,,
SUB-00099-02,CUS-00099,PLN-GROWTH,monthly,17,0.003,2024-08-01,2024-10-01,plan_change,,
SUB-00099-03,CUS-00099,PLN-GROWTH,monthly,21,0.003,2024-10-01,2024-12-01,plan_change,,
SUB-00099-04,CUS-00099,PLN-GROWTH,monthly,24,0.003,2024-12-01,2025-12-01,plan_change,,
SUB-00099-05,CUS-00099,PLN-GROWTH,monthly,31,0.003,2025-12-01,2026-07-01,plan_change,,
SUB-00099-06,CUS-00099,PLN-GROWTH,monthly,23,0.003,2026-07-01,,,,
SUB-00100-00,CUS-00100,PLN-STARTER,monthly,13,0.004,2023-06-01,2023-10-01,churn,voluntary,Switched to competitor
SUB-00101-00,CUS-00101,PLN-GROWTH,monthly,16,0.039,2023-06-01,2024-06-01,churn,voluntary,Poor support experience
SUB-00102-00,CUS-00102,PLN-GROWTH,monthly,27,0.023,2023-06-01,2023-11-01,churn,voluntary,Price / budget cuts
SUB-00103-00,CUS-00103,PLN-ENTERPRISE,annual,346,0.168,2023-06-01,2023-11-01,plan_change,,
SUB-00103-01,CUS-00103,PLN-ENTERPRISE,annual,217,0.168,2023-11-01,2025-09-01,plan_change,,
SUB-00103-02,CUS-00103,PLN-ENTERPRISE,annual,296,0.168,2025-09-01,2026-06-01,churn,voluntary,Low adoption
SUB-00104-00,CUS-00104,PLN-GROWTH,monthly,48,0.0,2023-06-01,2024-01-01,plan_change,,
SUB-00104-01,CUS-00104,PLN-GROWTH,monthly,58,0.0,2024-01-01,2024-12-01,plan_change,,
SUB-00104-02,CUS-00104,PLN-GROWTH,monthly,78,0.0,2024-12-01,2026-05-01,plan_change,,
SUB-00104-03,CUS-00104,PLN-SCALE,monthly,113,0.0,2026-05-01,,,,
SUB-00105-00,CUS-00105,PLN-GROWTH,monthly,13,0.028,2023-06-01,2023-11-01,churn,voluntary,Low adoption
SUB-00106-00,CUS-00106,PLN-SCALE,monthly,170,0.066,2023-06-01,2023-10-01,plan_change,,
SUB-00106-01,CUS-00106,PLN-SCALE,monthly,231,0.066,2023-10-01,2023-12-01,plan_change,,
SUB-00106-02,CUS-00106,PLN-SCALE,monthly,261,0.066,2023-12-01,2024-09-01,plan_change,,
SUB-00106-03,CUS-00106,PLN-SCALE,monthly,147,0.066,2024-09-01,2024-12-01,plan_change,,
SUB-00106-04,CUS-00106,PLN-SCALE,monthly,209,0.066,2024-12-01,2025-09-01,plan_change,,
SUB-00106-05,CUS-00106,PLN-SCALE,monthly,171,0.066,2025-09-01,2025-10-01,plan_change,,
SUB-00106-06,CUS-00106,PLN-SCALE,monthly,148,0.066,2025-10-01,2026-03-01,plan_change,,
SUB-00106-07,CUS-00106,PLN-SCALE,monthly,170,0.066,2026-03-01,,,,
SUB-00107-00,CUS-00107,PLN-STARTER,monthly,6,0.035,2023-06-01,2026-05-01,plan_change,,
SUB-00107-01,CUS-00107,PLN-STARTER,monthly,4,0.035,2026-05-01,,,,
SUB-00108-00,CUS-00108,PLN-GROWTH,monthly,30,0.024,2023-06-01,2024-04-01,plan_change,,
SUB-00108-01,CUS-00108,PLN-GROWTH,monthly,23,0.024,2024-04-01,2024-09-01,plan_change,,
SUB-00108-02,CUS-00108,PLN-GROWTH,monthly,28,0.024,2024-09-01,2025-01-01,churn,voluntary,Low adoption
SUB-00109-00,CUS-00109,PLN-GROWTH,monthly,19,0.096,2023-07-01,2023-09-01,plan_change,,
SUB-00109-01,CUS-00109,PLN-GROWTH,monthly,22,0.096,2023-09-01,2023-12-01,plan_change,,
SUB-00109-02,CUS-00109,PLN-GROWTH,monthly,26,0.096,2023-12-01,2024-02-01,plan_change,,
SUB-00109-03,CUS-00109,PLN-GROWTH,monthly,36,0.096,2024-02-01,2024-06-01,churn,voluntary,Company acquired or closed
SUB-00110-00,CUS-00110,PLN-ENTERPRISE,annual,185,0.256,2023-07-01,2023-10-01,plan_change,,
SUB-00110-01,CUS-00110,PLN-ENTERPRISE,annual,246,0.256,2023-10-01,2023-12-01,plan_change,,
SUB-00110-02,CUS-00110,PLN-ENTERPRISE,annual,265,0.256,2023-12-01,2024-05-01,plan_change,,
SUB-00110-03,CUS-00110,PLN-ENTERPRISE,annual,191,0.256,2024-05-01,2025-09-01,plan_change,,
SUB-00110-04,CUS-00110,PLN-ENTERPRISE,annual,232,0.256,2025-09-01,2026-01-01,plan_change,,
SUB-00110-05,CUS-00110,PLN-ENTERPRISE,annual,260,0.256,2026-01-01,2026-06-01,plan_change,,
SUB-00110-06,CUS-00110,PLN-ENTERPRISE,annual,369,0.256,2026-06-01,,,,
SUB-00111-00,CUS-00111,PLN-STARTER,monthly,12,0.0,2023-07-01,2023-09-01,churn,voluntary,Price / budget cuts
SUB-00112-00,CUS-00112,PLN-SCALE,monthly,131,0.113,2023-07-01,2023-12-01,plan_change,,
SUB-00112-01,CUS-00112,PLN-SCALE,monthly,180,0.113,2023-12-01,2024-02-01,plan_change,,
SUB-00112-02,CUS-00112,PLN-SCALE,monthly,210,0.113,2024-02-01,2024-05-01,plan_change,,
SUB-00112-03,CUS-00112,PLN-SCALE,monthly,290,0.113,2024-05-01,2025-06-01,plan_change,,
SUB-00112-04,CUS-00112,PLN-ENTERPRISE,monthly,405,0.113,2025-06-01,2025-07-01,plan_change,,
SUB-00112-05,CUS-00112,PLN-ENTERPRISE,monthly,569,0.113,2025-07-01,,,,
SUB-00113-00,CUS-00113,PLN-SCALE,monthly,149,0.033,2023-07-01,2023-11-01,plan_change,,
SUB-00113-01,CUS-00113,PLN-SCALE,monthly,90,0.033,2023-11-01,2024-02-01,plan_change,,
SUB-00113-02,CUS-00113,PLN-SCALE,monthly,112,0.033,2024-02-01,2024-03-01,plan_change,,
SUB-00113-03,CUS-00113,PLN-SCALE,monthly,128,0.033,2024-03-01,2024-04-01,churn,involuntary,Payment failure
SUB-00114-00,CUS-00114,PLN-SCALE,monthly,46,0.145,2023-07-01,2023-12-01,plan_change,,
SUB-00114-01,CUS-00114,PLN-SCALE,monthly,58,0.145,2023-12-01,2024-04-01,plan_change,,
SUB-00114-02,CUS-00114,PLN-SCALE,monthly,81,0.145,2024-04-01,2024-08-01,plan_change,,
SUB-00114-03,CUS-00114,PLN-SCALE,monthly,108,0.145,2024-08-01,2024-09-01,plan_change,,
SUB-00114-04,CUS-00114,PLN-SCALE,monthly,154,0.145,2024-09-01,2025-07-01,plan_change,,
SUB-00114-05,CUS-00114,PLN-SCALE,monthly,125,0.145,2025-07-01,,,,
SUB-00115-00,CUS-00115,PLN-STARTER,monthly,4,0.051,2023-07-01,2023-11-01,plan_change,,
SUB-00115-01,CUS-00115,PLN-STARTER,monthly,5,0.051,2023-11-01,2024-02-01,plan_change,,
SUB-00115-02,CUS-00115,PLN-STARTER,monthly,3,0.051,2024-02-01,2024-06-01,plan_change,,
SUB-00115-03,CUS-00115,PLN-STARTER,monthly,2,0.051,2024-06-01,2024-10-01,churn,voluntary,Price / budget cuts
SUB-00116-00,CUS-00116,PLN-STARTER,monthly,4,0.037,2023-07-01,2024-07-01,plan_change,,
SUB-00116-01,CUS-00116,PLN-STARTER,monthly,5,0.037,2024-07-01,2024-09-01,plan_change,,
SUB-00116-02,CUS-00116,PLN-STARTER,monthly,4,0.037,2024-09-01,2025-06-01,churn,voluntary,Missing functionality
SUB-00117-00,CUS-00117,PLN-GROWTH,monthly,11,0.099,2023-07-01,2023-09-01,plan_change,,
SUB-00117-01,CUS-00117,PLN-GROWTH,monthly,16,0.099,2023-09-01,2024-02-01,plan_change,,
SUB-00117-02,CUS-00117,PLN-GROWTH,monthly,20,0.099,2024-02-01,2024-05-01,plan_change,,
SUB-00117-03,CUS-00117,PLN-GROWTH,monthly,27,0.099,2024-05-01,2024-08-01,plan_change,,
SUB-00117-04,CUS-00117,PLN-GROWTH,monthly,35,0.099,2024-08-01,2025-03-01,plan_change,,
SUB-00117-05,CUS-00117,PLN-GROWTH,monthly,45,0.099,2025-03-01,2025-10-01,plan_change,,
SUB-00117-06,CUS-00117,PLN-GROWTH,monthly,63,0.099,2025-10-01,,,,
SUB-00118-00,CUS-00118,PLN-ENTERPRISE,annual,723,0.232,2023-07-01,2024-03-01,plan_change,,
SUB-00118-01,CUS-00118,PLN-ENTERPRISE,annual,827,0.232,2024-03-01,2024-04-01,plan_change,,
SUB-00118-02,CUS-00118,PLN-ENTERPRISE,annual,1001,0.232,2024-04-01,2024-05-01,plan_change,,
SUB-00118-03,CUS-00118,PLN-ENTERPRISE,annual,842,0.232,2024-05-01,2024-09-01,plan_change,,
SUB-00118-04,CUS-00118,PLN-ENTERPRISE,annual,659,0.232,2024-09-01,2025-04-01,plan_change,,
SUB-00118-05,CUS-00118,PLN-ENTERPRISE,annual,938,0.232,2025-04-01,2026-04-01,plan_change,,
SUB-00118-06,CUS-00118,PLN-ENTERPRISE,annual,616,0.232,2026-04-01,2026-07-01,plan_change,,
SUB-00118-07,CUS-00118,PLN-ENTERPRISE,annual,727,0.232,2026-07-01,,,,
SUB-00119-00,CUS-00119,PLN-SCALE,monthly,61,0.032,2023-07-01,2023-08-01,plan_change,,
SUB-00119-01,CUS-00119,PLN-SCALE,monthly,84,0.032,2023-08-01,2024-10-01,churn,voluntary,Low adoption
SUB-00120-00,CUS-00120,PLN-GROWTH,monthly,30,0.0,2023-07-01,2023-09-01,churn,voluntary,Low adoption
SUB-00121-00,CUS-00121,PLN-SCALE,monthly,99,0.022,2023-07-01,2024-04-01,plan_change,,
SUB-00121-01,CUS-00121,PLN-SCALE,monthly,114,0.022,2024-04-01,2024-05-01,churn,voluntary,Company acquired or closed
SUB-00122-00,CUS-00122,PLN-SCALE,monthly,123,0.117,2023-07-01,2024-07-01,plan_change,,
SUB-00122-01,CUS-00122,PLN-SCALE,monthly,154,0.117,2024-07-01,2024-10-01,plan_change,,
SUB-00122-02,CUS-00122,PLN-SCALE,monthly,215,0.117,2024-10-01,2024-11-01,churn,involuntary,Payment failure
SUB-00123-00,CUS-00123,PLN-GROWTH,monthly,27,0.109,2023-07-01,2023-09-01,churn,voluntary,Price / budget cuts
SUB-00124-00,CUS-00124,PLN-SCALE,annual,116,0.201,2023-07-01,2024-01-01,plan_change,,
SUB-00124-01,CUS-00124,PLN-SCALE,annual,69,0.201,2024-01-01,2025-02-01,plan_change,,
SUB-00124-02,CUS-00124,PLN-SCALE,annual,90,0.201,2025-02-01,2026-05-01,plan_change,,
SUB-00124-03,CUS-00124,PLN-SCALE,annual,97,0.201,2026-05-01,2026-07-01,churn,voluntary,Price / budget cuts
SUB-00125-00,CUS-00125,PLN-SCALE,annual,170,0.189,2023-08-01,2024-01-01,plan_change,,
SUB-00125-01,CUS-00125,PLN-SCALE,annual,231,0.189,2024-01-01,2024-04-01,plan_change,,
SUB-00125-02,CUS-00125,PLN-SCALE,annual,325,0.189,2024-04-01,2024-08-01,plan_change,,
SUB-00125-03,CUS-00125,PLN-ENTERPRISE,annual,446,0.189,2024-08-01,2025-06-01,plan_change,,
SUB-00125-04,CUS-00125,PLN-ENTERPRISE,annual,509,0.189,2025-06-01,2026-08-01,plan_change,,
SUB-00125-05,CUS-00125,PLN-ENTERPRISE,annual,638,0.189,2026-08-01,,,,
SUB-00126-00,CUS-00126,PLN-STARTER,monthly,3,0.048,2023-08-01,2025-11-01,plan_change,,
SUB-00126-01,CUS-00126,PLN-STARTER,monthly,4,0.048,2025-11-01,2026-06-01,plan_change,,
SUB-00126-02,CUS-00126,PLN-STARTER,monthly,6,0.048,2026-06-01,2026-07-01,churn,involuntary,Payment failure
SUB-00127-00,CUS-00127,PLN-GROWTH,monthly,22,0.008,2023-08-01,2024-03-01,plan_change,,
SUB-00127-01,CUS-00127,PLN-GROWTH,monthly,29,0.008,2024-03-01,2025-02-01,plan_change,,
SUB-00127-02,CUS-00127,PLN-GROWTH,monthly,33,0.008,2025-02-01,2025-04-01,plan_change,,
SUB-00127-03,CUS-00127,PLN-GROWTH,monthly,42,0.008,2025-04-01,2026-04-01,plan_change,,
SUB-00127-04,CUS-00127,PLN-GROWTH,monthly,46,0.008,2026-04-01,,,,
SUB-00128-00,CUS-00128,PLN-STARTER,monthly,14,0.0,2023-08-01,2023-09-01,plan_change,,
SUB-00128-01,CUS-00128,PLN-STARTER,monthly,17,0.0,2023-09-01,2024-01-01,plan_change,,
SUB-00128-02,CUS-00128,PLN-STARTER,monthly,13,0.0,2024-01-01,2024-07-01,plan_change,,
SUB-00128-03,CUS-00128,PLN-STARTER,monthly,10,0.0,2024-07-01,2024-08-01,plan_change,,
SUB-00128-04,CUS-00128,PLN-STARTER,monthly,6,0.0,2024-08-01,2024-11-01,churn,voluntary,Company acquired or closed
SUB-00129-00,CUS-00129,PLN-SCALE,annual,117,0.259,2023-08-01,2023-12-01,plan_change,,
SUB-00129-01,CUS-00129,PLN-SCALE,annual,160,0.259,2023-12-01,2024-03-01,plan_change,,
SUB-00129-02,CUS-00129,PLN-SCALE,annual,177,0.259,2024-03-01,2024-06-01,plan_change,,
SUB-00129-03,CUS-00129,PLN-SCALE,annual,191,0.259,2024-06-01,2024-07-01,plan_change,,
SUB-00129-04,CUS-00129,PLN-SCALE,annual,117,0.259,2024-07-01,2024-08-01,plan_change,,
