order_id,customer_id,order_date,order_channel,order_sequence,is_shipped,fulfilment_centre,carrier,promised_delivery_date,shipped_date,delivered_date,shipping_fee_charged,shipping_cost,payment_method,promo_code,order_status
O0000179,C000100,2024-01-20,Mobile App,1,1,FC-Central,Regional Freight,2024-01-24,2024-01-20,2024-01-24,0.00,2.38,Card,CLEAR40,Delivered
O0000180,C000100,2024-02-07,Marketplace,2,1,FC-Central,Metro Post,2024-02-09,2024-02-07,2024-02-08,4.99,3.02,Card,,Delivered
O0000181,C000100,2024-03-11,Marketplace,3,1,FC-Central,Metro Post,2024-03-14,2024-03-11,2024-03-13,0.00,4.07,Card,,Delivered
O0000182,C000101,2024-01-18,Web,1,1,FC-Central,Metro Post,2024-01-23,2024-01-18,2024-01-23,0.00,4.02,Digital Wallet,SAVE15,Delivered
O0000183,C000102,2024-01-20,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0000184,C000103,2024-01-18,Web,1,1,FC-South,Metro Post,2024-01-21,2024-01-19,2024-01-20,0.00,22.70,Card,,Delivered
O0000185,C000103,2024-04-11,Web,2,1,FC-South,Swiftline,2024-04-15,2024-04-11,2024-04-15,0.00,13.94,Card,,Delivered
O0000186,C000104,2024-01-20,Store,1,0,Store Pickup,,,,,0.00,0.00,Gift Card,,Collected
O0000187,C000104,2024-02-05,Web,2,1,FC-Central,Metro Post,2024-02-10,2024-02-06,2024-02-08,0.00,3.82,Digital Wallet,,Delivered
O0000188,C000104,2024-03-25,Mobile App,3,1,FC-Central,Swiftline,2024-03-29,2024-03-25,2024-03-27,0.00,15.05,Gift Card,,Delivered
O0000189,C000105,2024-01-20,Web,1,1,FC-North,Swiftline,2024-01-22,2024-01-20,2024-01-22,0.00,4.04,Card,WELCOME10,Delivered
O0000190,C000106,2024-01-21,Web,1,1,FC-North,Swiftline,2024-01-25,2024-01-21,2024-01-23,0.00,3.95,Digital Wallet,CLEAR40,Delivered
O0000191,C000107,2024-01-21,Web,1,1,FC-Central,Metro Post,2024-01-24,2024-01-21,2024-01-24,0.00,9.34,Digital Wallet,SAVE15,Delivered
O0000192,C000108,2024-01-18,Web,1,1,FC-South,Swiftline,2024-01-21,2024-01-18,2024-01-21,0.00,5.21,Card,,Delivered
O0000193,C000109,2024-01-18,Web,1,1,FC-Central,Regional Freight,2024-01-23,2024-01-19,2024-01-23,0.00,2.71,Card,WELCOME10,Delivered
O0000194,C000109,2024-03-22,Web,2,1,FC-Central,Swiftline,2024-03-25,2024-03-23,2024-03-25,0.00,11.67,Gift Card,SEASON20,Delivered
O0000195,C000110,2024-01-22,Web,1,1,FC-South,Regional Freight,2024-01-24,2024-01-23,2024-01-24,0.00,6.52,Digital Wallet,WELCOME10,Delivered
O0000196,C000111,2024-01-22,Web,1,1,FC-South,Swiftline,2024-01-25,2024-01-22,2024-01-27,0.00,6.34,Card,WELCOME10,Delivered
O0000197,C000112,2024-01-18,Web,1,1,FC-Central,Regional Freight,2024-01-21,2024-01-19,2024-01-21,0.00,3.73,Buy Now Pay Later,,Delivered
O0000198,C000113,2024-01-21,Marketplace,1,1,FC-South,Swiftline,2024-01-24,2024-01-21,2024-01-23,0.00,5.10,Card,,Delivered
O0000199,C000114,2024-01-19,Web,1,1,FC-South,Regional Freight,2024-01-22,2024-01-20,2024-01-22,0.00,2.72,Card,,Delivered
O0000200,C000114,2024-04-24,Marketplace,2,1,FC-South,Regional Freight,2024-04-27,2024-04-24,2024-04-27,0.00,7.41,Card,SAVE15,Delivered
O0000201,C000114,2024-07-01,Marketplace,3,1,FC-South,Regional Freight,2024-07-05,2024-07-01,2024-07-03,0.00,6.10,Card,SEASON20,Delivered
O0000202,C000115,2024-01-19,Web,1,1,FC-Central,Metro Post,2024-01-22,2024-01-20,2024-01-22,0.00,3.44,Card,WELCOME10,Delivered
O0000203,C000116,2024-01-21,Mobile App,1,1,FC-North,Metro Post,2024-01-26,2024-01-21,2024-01-25,4.99,8.01,Digital Wallet,SEASON20,Delivered
O0000204,C000117,2024-01-22,Mobile App,1,1,FC-North,Metro Post,2024-01-25,2024-01-22,2024-01-29,0.00,4.85,Digital Wallet,CLEAR40,Delivered
O0000205,C000118,2024-01-20,Web,1,1,FC-North,Swiftline,2024-01-25,2024-01-20,2024-01-24,0.00,27.04,Card,SEASON20,Delivered
O0000206,C000119,2024-01-21,Mobile App,1,1,FC-South,Swiftline,2024-01-25,2024-01-22,2024-01-24,0.00,26.18,Card,SAVE15,Delivered
O0000207,C000120,2024-01-24,Marketplace,1,1,FC-South,Metro Post,2024-01-27,2024-01-25,2024-01-27,0.00,5.45,Card,CLEAR40,Delivered
O0000208,C000120,2024-04-05,Store,2,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0000209,C000121,2024-01-23,Web,1,1,FC-North,Swiftline,2024-01-28,2024-01-23,2024-01-28,0.00,4.14,Card,FLASH25,Delivered
O0000210,C000121,2024-07-10,Store,2,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,SEASON20,Collected
O0000211,C000122,2024-01-21,Marketplace,1,1,FC-South,Regional Freight,2024-01-24,2024-01-21,2024-01-23,0.00,8.04,Card,CLEAR40,Delivered
O0000212,C000123,2024-01-22,Mobile App,1,1,FC-Central,Metro Post,2024-01-26,2024-01-22,2024-01-25,0.00,3.56,Card,SAVE15,Delivered
O0000213,C000124,2024-01-23,Mobile App,1,1,FC-South,Regional Freight,2024-01-28,2024-01-23,2024-01-28,0.00,3.95,Card,FLASH25,Delivered
O0000214,C000124,2024-05-04,Marketplace,2,1,FC-South,Regional Freight,2024-05-08,2024-05-05,2024-05-08,0.00,15.19,Card,FLASH25,Delivered
O0000215,C000124,2024-06-17,Marketplace,3,1,FC-South,Swiftline,2024-06-20,2024-06-17,2024-06-23,0.00,4.55,Digital Wallet,WELCOME10,Delivered
O0000216,C000125,2024-01-20,Marketplace,1,1,FC-North,Swiftline,2024-01-22,2024-01-21,2024-01-22,0.00,20.67,Card,,Delivered
O0000217,C000125,2024-06-06,Mobile App,2,1,FC-North,Metro Post,2024-06-09,2024-06-07,2024-06-08,0.00,4.54,Card,CLEAR40,Delivered
O0000218,C000126,2024-01-20,Mobile App,1,1,FC-South,Swiftline,2024-01-24,2024-01-20,2024-01-23,0.00,6.98,Card,SAVE15,Delivered
O0000219,C000127,2024-01-22,Mobile App,1,1,FC-South,Regional Freight,2024-01-27,2024-01-23,2024-01-27,0.00,11.67,Card,,Delivered
O0000220,C000127,2024-02-10,Web,2,1,FC-South,Regional Freight,2024-02-13,2024-02-11,2024-02-14,0.00,6.74,Card,,Delivered
O0000221,C000128,2024-01-24,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0000222,C000128,2024-03-12,Mobile App,2,1,FC-North,Swiftline,2024-03-16,2024-03-13,2024-03-16,0.00,13.64,Card,FLASH25,Delivered
O0000223,C000129,2024-01-24,Web,1,1,FC-North,Swiftline,2024-01-27,2024-01-25,2024-01-27,0.00,25.05,Card,SAVE15,Delivered
O0000224,C000129,2024-03-06,Marketplace,2,1,FC-North,Swiftline,2024-03-09,2024-03-06,2024-03-08,0.00,4.39,Card,,Delivered
O0000225,C000129,2024-05-13,Mobile App,3,1,FC-North,Swiftline,2024-05-16,2024-05-14,2024-05-16,0.00,7.09,Card,,Delivered
O0000226,C000129,2024-07-09,Marketplace,4,1,FC-North,Regional Freight,2024-07-11,2024-07-11,2024-07-12,0.00,3.43,Digital Wallet,WELCOME10,Delivered
O0000227,C000130,2024-01-23,Web,1,1,FC-North,Swiftline,2024-01-26,2024-01-23,2024-01-25,0.00,15.68,Digital Wallet,SAVE15,Delivered
O0000228,C000130,2024-03-05,Web,2,1,FC-North,Regional Freight,2024-03-08,2024-03-07,2024-03-08,0.00,12.22,Digital Wallet,CLEAR40,Delivered
O0000229,C000130,2024-04-19,Web,3,1,FC-North,Swiftline,2024-04-23,2024-04-19,2024-04-22,0.00,4.48,Card,SEASON20,Delivered
O0000230,C000130,2024-05-22,Mobile App,4,1,FC-North,Swiftline,2024-05-25,2024-05-23,2024-05-24,0.00,8.43,Digital Wallet,WELCOME10,Delivered
O0000231,C000131,2024-01-24,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,CLEAR40,Collected
O0000232,C000132,2024-01-22,Web,1,1,FC-South,Metro Post,2024-01-25,2024-01-22,2024-01-23,0.00,5.19,Card,SAVE15,Delivered
O0000233,C000133,2024-01-25,Web,1,1,FC-North,Swiftline,2024-01-28,2024-01-25,2024-01-26,0.00,4.25,Digital Wallet,,Delivered
O0000234,C000134,2024-01-24,Mobile App,1,1,FC-North,Metro Post,2024-01-27,2024-01-24,2024-01-29,0.00,24.88,Buy Now Pay Later,SEASON20,Delivered
O0000235,C000135,2024-01-23,Mobile App,1,1,FC-North,Swiftline,2024-01-26,2024-01-23,2024-01-25,0.00,6.80,Card,,Delivered
O0000236,C000135,2024-03-15,Marketplace,2,1,FC-North,Regional Freight,2024-03-18,2024-03-15,2024-03-16,0.00,2.44,Card,SEASON20,Delivered
O0000237,C000136,2024-01-22,Mobile App,1,1,FC-North,Swiftline,2024-01-26,2024-01-22,2024-01-26,0.00,23.65,Digital Wallet,,Delivered
O0000238,C000136,2024-05-19,Store,2,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0000239,C000136,2024-06-23,Web,3,1,FC-North,Swiftline,2024-06-26,2024-06-23,2024-06-24,0.00,5.50,Card,,Delivered
O0000240,C000137,2024-01-24,Mobile App,1,1,FC-South,Swiftline,2024-01-28,2024-01-24,2024-01-28,0.00,15.69,Digital Wallet,,Delivered
O0000241,C000138,2024-01-25,Web,1,1,FC-Central,Regional Freight,2024-01-28,2024-01-26,2024-01-28,4.99,2.24,Digital Wallet,,Delivered
O0000242,C000139,2024-01-22,Mobile App,1,1,FC-South,Regional Freight,2024-01-26,2024-01-22,2024-01-25,0.00,4.00,Card,,Delivered
O0000243,C000139,2024-04-02,Mobile App,2,1,FC-South,Regional Freight,2024-04-05,2024-04-02,2024-04-04,0.00,2.99,Card,WELCOME10,Delivered
O0000244,C000140,2024-01-22,Web,1,1,FC-South,Regional Freight,2024-01-25,2024-01-23,2024-01-25,4.99,3.99,Buy Now Pay Later,SEASON20,Delivered
O0000245,C000141,2024-01-23,Web,1,1,FC-South,Metro Post,2024-01-26,2024-01-25,2024-01-26,0.00,6.65,Card,,Delivered
O0000246,C000141,2024-03-13,Web,2,1,FC-South,Metro Post,2024-03-16,2024-03-13,2024-03-14,0.00,5.75,Card,FLASH25,Delivered
O0000247,C000142,2024-01-22,Mobile App,1,1,FC-South,Swiftline,2024-01-27,2024-01-22,2024-01-26,0.00,4.30,Card,,Delivered
O0000248,C000142,2024-02-21,Mobile App,2,1,FC-South,Swiftline,2024-02-23,2024-02-21,2024-02-23,0.00,6.05,Digital Wallet,,Delivered
O0000249,C000142,2024-05-07,Mobile App,3,1,FC-South,Metro Post,2024-05-10,2024-05-07,2024-05-10,0.00,9.72,Card,,Delivered
O0000250,C000143,2024-01-26,Mobile App,1,1,FC-South,Metro Post,2024-01-29,2024-01-27,2024-01-28,0.00,7.78,Card,,Delivered
O0000251,C000144,2024-01-26,Web,1,1,FC-South,Metro Post,2024-01-30,2024-01-26,2024-01-29,0.00,6.16,Buy Now Pay Later,FLASH25,Delivered
O0000252,C000145,2024-01-24,Mobile App,1,1,FC-Central,Regional Freight,2024-01-27,2024-01-24,2024-01-27,0.00,10.71,Digital Wallet,,Delivered
O0000253,C000146,2024-01-27,Mobile App,1,1,FC-South,Swiftline,2024-01-30,2024-01-27,2024-01-29,0.00,4.39,Digital Wallet,CLEAR40,Delivered
O0000254,C000147,2024-01-24,Web,1,1,FC-South,Swiftline,2024-01-27,2024-01-25,2024-01-26,0.00,4.59,Card,SEASON20,Delivered
O0000255,C000148,2024-01-26,Mobile App,1,1,FC-North,Metro Post,2024-01-31,2024-01-26,2024-01-31,0.00,6.62,Buy Now Pay Later,,Delivered
O0000256,C000149,2024-01-24,Mobile App,1,1,FC-North,Metro Post,2024-01-29,2024-01-24,2024-01-29,0.00,5.19,Card,WELCOME10,Delivered
O0000257,C000149,2024-05-06,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0000258,C000149,2024-06-08,Marketplace,3,1,FC-North,Swiftline,2024-06-12,2024-06-08,2024-06-10,4.99,3.96,Digital Wallet,,Delivered
O0000259,C000150,2024-01-23,Mobile App,1,1,FC-South,Regional Freight,2024-01-26,2024-01-24,2024-01-26,0.00,15.19,Card,,Delivered
O0000260,C000150,2024-06-09,Web,2,1,FC-South,Metro Post,2024-06-12,2024-06-09,2024-06-12,0.00,9.37,Buy Now Pay Later,SAVE15,Delivered
O0000261,C000151,2024-01-26,Mobile App,1,1,FC-North,Swiftline,2024-01-29,2024-01-27,2024-01-29,0.00,5.59,Buy Now Pay Later,WELCOME10,Delivered
O0000262,C000151,2024-03-20,Mobile App,2,1,FC-North,Metro Post,2024-03-23,2024-03-21,2024-03-23,4.99,3.21,Card,FLASH25,Delivered
O0000263,C000151,2024-05-07,Mobile App,3,1,FC-North,Regional Freight,2024-05-11,2024-05-08,2024-05-11,0.00,2.60,Card,SAVE15,Delivered
O0000264,C000152,2024-01-25,Web,1,1,FC-North,Swiftline,2024-01-28,2024-01-25,2024-01-26,0.00,8.28,Digital Wallet,SEASON20,Delivered
O0000265,C000152,2024-03-18,Mobile App,2,1,FC-North,Metro Post,2024-03-21,2024-03-19,2024-03-21,0.00,4.59,Card,,Delivered
O0000266,C000153,2024-01-28,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SEASON20,Collected
O0000267,C000153,2024-05-27,Web,2,1,FC-South,Regional Freight,2024-05-29,2024-05-27,2024-05-30,0.00,4.98,Card,SAVE15,Delivered
O0000268,C000153,2024-08-16,Mobile App,3,1,FC-South,Swiftline,2024-08-21,2024-08-16,2024-08-20,0.00,4.25,Card,CLEAR40,Delivered
O0000269,C000153,2024-12-07,Marketplace,4,1,FC-South,Regional Freight,2024-12-10,2024-12-08,2024-12-13,0.00,7.51,Buy Now Pay Later,SAVE15,Delivered
O0000270,C000154,2024-01-26,Marketplace,1,1,FC-South,Regional Freight,2024-01-29,2024-01-26,2024-01-29,0.00,2.89,Digital Wallet,FLASH25,Delivered
O0000271,C000155,2024-01-29,Web,1,1,FC-South,Regional Freight,2024-02-01,2024-01-31,2024-02-01,0.00,13.08,Digital Wallet,,Delivered
O0000272,C000156,2024-01-26,Web,1,1,FC-North,Swiftline,2024-01-29,2024-01-26,2024-01-28,4.99,3.76,Card,SEASON20,Delivered
O0000273,C000156,2024-05-23,Mobile App,2,1,FC-North,Regional Freight,2024-05-27,2024-05-24,2024-05-27,0.00,2.56,Card,,Delivered
O0000274,C000157,2024-01-29,Mobile App,1,1,FC-Central,Swiftline,2024-02-03,2024-01-29,2024-02-02,0.00,17.14,Card,FLASH25,Delivered
O0000275,C000157,2024-10-13,Web,2,1,FC-Central,Swiftline,2024-10-17,2024-10-13,2024-10-15,0.00,10.87,Card,SEASON20,Delivered
O0000276,C000158,2024-01-25,Marketplace,1,1,FC-South,Swiftline,2024-01-30,2024-01-25,2024-01-30,0.00,6.64,Gift Card,SEASON20,Delivered
O0000277,C000159,2024-01-25,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0000278,C000159,2024-04-16,Mobile App,2,1,FC-South,Regional Freight,2024-04-18,2024-04-16,2024-04-17,0.00,3.16,Card,SAVE15,Delivered
O0000279,C000159,2024-05-24,Web,3,1,FC-South,Regional Freight,2024-05-29,2024-05-26,2024-05-29,0.00,5.54,Digital Wallet,,Delivered
O0000280,C000159,2024-07-28,Mobile App,4,1,FC-South,Regional Freight,2024-08-01,2024-07-28,2024-07-31,0.00,3.73,Digital Wallet,FLASH25,Delivered
O0000281,C000160,2024-01-30,Mobile App,1,1,FC-North,Swiftline,2024-02-02,2024-01-30,2024-02-02,0.00,18.60,Card,,Delivered
O0000282,C000161,2024-01-26,Mobile App,1,1,FC-South,Regional Freight,2024-01-29,2024-01-26,2024-01-29,0.00,4.13,Card,,Delivered
O0000283,C000161,2024-05-15,Web,2,1,FC-South,Regional Freight,2024-05-18,2024-05-15,2024-05-19,0.00,6.53,Card,CLEAR40,Delivered
O0000284,C000161,2024-07-21,Mobile App,3,1,FC-South,Regional Freight,2024-07-24,2024-07-21,2024-07-23,0.00,2.74,Card,CLEAR40,Delivered
O0000285,C000162,2024-01-27,Mobile App,1,1,FC-North,Regional Freight,2024-01-31,2024-01-28,2024-02-01,4.99,3.47,Digital Wallet,WELCOME10,Delivered
O0000286,C000163,2024-01-29,Mobile App,1,1,FC-South,Regional Freight,2024-01-31,2024-01-29,2024-01-30,0.00,13.11,Gift Card,,Delivered
O0000287,C000163,2024-02-26,Mobile App,2,1,FC-South,Regional Freight,2024-03-02,2024-02-26,2024-02-29,0.00,12.86,Card,WELCOME10,Delivered
O0000288,C000164,2024-01-28,Web,1,1,FC-South,Regional Freight,2024-02-02,2024-01-29,2024-02-06,0.00,3.38,Card,,Delivered
O0000289,C000165,2024-01-26,Marketplace,1,1,FC-Central,Regional Freight,2024-01-28,2024-01-27,2024-01-29,0.00,4.81,Digital Wallet,,Delivered
O0000290,C000166,2024-01-30,Mobile App,1,1,FC-Central,Swiftline,2024-02-04,2024-01-30,2024-02-03,0.00,10.14,Card,,Delivered
O0000291,C000166,2024-02-11,Mobile App,2,1,FC-Central,Metro Post,2024-02-15,2024-02-12,2024-02-15,4.99,3.31,Card,,Delivered
O0000292,C000166,2024-06-17,Mobile App,3,1,FC-Central,Swiftline,2024-06-20,2024-06-19,2024-06-20,0.00,29.19,Card,CLEAR40,Delivered
O0000293,C000166,2025-04-02,Web,4,1,FC-Central,Metro Post,2025-04-05,2025-04-02,2025-04-08,0.00,3.88,Gift Card,,Delivered
O0000294,C000167,2024-01-27,Mobile App,1,1,FC-South,Regional Freight,2024-01-30,2024-01-28,2024-01-29,0.00,3.14,Buy Now Pay Later,WELCOME10,Delivered
O0000295,C000167,2024-02-24,Marketplace,2,1,FC-South,Metro Post,2024-02-28,2024-02-25,2024-02-28,0.00,9.45,Card,,Delivered
O0000296,C000168,2024-01-31,Mobile App,1,1,FC-North,Swiftline,2024-02-03,2024-01-31,2024-02-03,0.00,3.78,Card,SEASON20,Delivered
O0000297,C000168,2024-04-26,Web,2,1,FC-North,Metro Post,2024-04-29,2024-04-26,2024-04-28,0.00,7.05,Card,CLEAR40,Delivered
O0000298,C000168,2024-06-27,Mobile App,3,1,FC-North,Swiftline,2024-06-30,2024-06-27,2024-06-28,0.00,4.39,Digital Wallet,WELCOME10,Delivered
O0000299,C000169,2024-01-28,Marketplace,1,1,FC-North,Metro Post,2024-01-30,2024-01-29,2024-01-30,0.00,12.40,Digital Wallet,CLEAR40,Delivered
O0000300,C000170,2024-01-30,Marketplace,1,1,FC-South,Regional Freight,2024-02-01,2024-01-30,2024-02-01,0.00,2.53,Digital Wallet,FLASH25,Delivered
O0000301,C000171,2024-01-31,Mobile App,1,1,FC-North,Metro Post,2024-02-04,2024-02-01,2024-02-04,0.00,7.92,Buy Now Pay Later,FLASH25,Delivered
O0000302,C000171,2024-08-13,Store,2,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,SEASON20,Collected
O0000303,C000171,2024-12-18,Web,3,1,FC-North,Regional Freight,2024-12-22,2024-12-19,2024-12-20,0.00,9.28,Card,FLASH25,Delivered
O0000304,C000171,2025-02-15,Web,4,1,FC-North,Metro Post,2025-02-18,2025-02-16,2025-02-17,0.00,23.98,Card,SAVE15,Delivered
O0000305,C000172,2024-01-29,Web,1,1,FC-South,Regional Freight,2024-02-02,2024-01-29,2024-02-02,4.99,2.57,Card,,Delivered
O0000306,C000173,2024-02-01,Web,1,1,FC-South,Metro Post,2024-02-03,2024-02-02,2024-02-03,0.00,4.85,Card,SAVE15,Delivered
O0000307,C000173,2024-07-14,Web,2,1,FC-South,Regional Freight,2024-07-19,2024-07-16,2024-07-20,0.00,7.01,Card,,Delivered
O0000308,C000174,2024-01-31,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SEASON20,Collected
O0000309,C000175,2024-01-29,Mobile App,1,1,FC-South,Metro Post,2024-02-02,2024-01-29,2024-02-02,0.00,4.28,Card,,Delivered
O0000310,C000175,2024-03-20,Web,2,1,FC-South,Swiftline,2024-03-24,2024-03-21,2024-03-22,0.00,22.38,Card,,Delivered
O0000311,C000176,2024-01-30,Mobile App,1,1,FC-Central,Metro Post,2024-02-04,2024-01-31,2024-02-02,0.00,12.05,Digital Wallet,SAVE15,Delivered
O0000312,C000177,2024-01-29,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0000313,C000177,2024-03-03,Mobile App,2,1,FC-South,Regional Freight,2024-03-07,2024-03-03,2024-03-07,0.00,6.88,Card,SEASON20,Delivered
O0000314,C000177,2024-04-11,Mobile App,3,1,FC-South,Regional Freight,2024-04-14,2024-04-12,2024-04-14,4.99,2.43,Card,FLASH25,Delivered
O0000315,C000177,2024-04-19,Store,4,0,Store Pickup,,,,,0.00,0.00,Card,WELCOME10,Collected
O0000316,C000177,2024-11-24,Store,5,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,WELCOME10,Collected
O0000317,C000178,2024-01-29,Marketplace,1,1,FC-South,Regional Freight,2024-02-02,2024-01-29,2024-01-31,0.00,3.59,Card,SAVE15,Delivered
O0000318,C000179,2024-01-29,Web,1,1,FC-South,Regional Freight,2024-02-03,2024-01-29,2024-02-02,0.00,5.01,Buy Now Pay Later,SEASON20,Delivered
O0000319,C000180,2024-01-31,Web,1,1,FC-Central,Metro Post,2024-02-02,2024-01-31,2024-02-02,0.00,11.90,Buy Now Pay Later,SAVE15,Delivered
O0000320,C000180,2024-03-22,Web,2,1,FC-Central,Swiftline,2024-03-26,2024-03-23,2024-03-25,0.00,19.94,Digital Wallet,CLEAR40,Delivered
O0000321,C000181,2024-01-29,Web,1,1,FC-Central,Swiftline,2024-02-02,2024-01-29,2024-02-01,0.00,7.25,Digital Wallet,CLEAR40,Delivered
O0000322,C000182,2024-01-31,Web,1,1,FC-South,Metro Post,2024-02-04,2024-01-31,2024-02-03,0.00,5.44,Card,,Delivered
O0000323,C000182,2024-04-07,Web,2,1,FC-South,Regional Freight,2024-04-10,2024-04-07,2024-04-12,0.00,2.76,Digital Wallet,FLASH25,Delivered
O0000324,C000182,2024-08-31,Mobile App,3,1,FC-South,Swiftline,2024-09-03,2024-09-01,2024-09-03,0.00,8.41,Card,FLASH25,Delivered
O0000325,C000183,2024-01-29,Web,1,1,FC-Central,Swiftline,2024-02-01,2024-01-29,2024-02-01,0.00,11.65,Card,,Delivered
O0000326,C000184,2024-02-02,Web,1,1,FC-Central,Metro Post,2024-02-05,2024-02-02,2024-02-05,0.00,18.96,Card,,Delivered
O0000327,C000185,2024-01-29,Marketplace,1,1,FC-South,Metro Post,2024-01-31,2024-01-30,2024-01-31,0.00,6.29,Gift Card,WELCOME10,Delivered
O0000328,C000186,2024-02-01,Web,1,1,FC-South,Metro Post,2024-02-04,2024-02-03,2024-02-04,0.00,4.80,Card,,Delivered
O0000329,C000187,2024-01-29,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,WELCOME10,Collected
O0000330,C000188,2024-01-31,Web,1,1,FC-Central,Regional Freight,2024-02-04,2024-02-01,2024-02-03,4.99,2.50,Digital Wallet,WELCOME10,Delivered
O0000331,C000188,2024-02-15,Web,2,1,FC-Central,Swiftline,2024-02-18,2024-02-16,2024-02-18,0.00,4.93,Card,CLEAR40,Delivered
O0000332,C000188,2024-03-24,Store,3,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0000333,C000189,2024-02-03,Web,1,1,FC-North,Regional Freight,2024-02-07,2024-02-04,2024-02-07,0.00,4.32,Card,FLASH25,Delivered
O0000334,C000189,2024-03-31,Marketplace,2,1,FC-North,Regional Freight,2024-04-03,2024-04-01,2024-04-03,4.99,2.26,Digital Wallet,,Delivered
O0000335,C000190,2024-02-02,Marketplace,1,1,FC-Central,Metro Post,2024-02-05,2024-02-03,2024-02-04,0.00,8.24,Card,FLASH25,Delivered
O0000336,C000190,2024-03-18,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0000337,C000191,2024-02-02,Web,1,1,FC-South,Regional Freight,2024-02-06,2024-02-03,2024-02-06,0.00,6.55,Card,,Delivered
O0000338,C000192,2024-02-01,Web,1,1,FC-South,Regional Freight,2024-02-06,2024-02-01,2024-02-07,4.99,2.20,Card,,Delivered
O0000339,C000193,2024-01-30,Web,1,1,FC-South,Regional Freight,2024-02-02,2024-01-31,2024-02-03,0.00,2.90,Card,,Delivered
O0000340,C000193,2024-04-06,Web,2,1,FC-South,Regional Freight,2024-04-10,2024-04-06,2024-04-10,0.00,2.37,Card,WELCOME10,Delivered
O0000341,C000194,2024-02-03,Store,1,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,FLASH25,Collected
O0000342,C000194,2024-03-09,Mobile App,2,1,FC-South,Metro Post,2024-03-12,2024-03-09,2024-03-12,0.00,3.09,Card,FLASH25,Delivered
O0000343,C000195,2024-02-02,Mobile App,1,1,FC-South,Regional Freight,2024-02-07,2024-02-03,2024-02-09,0.00,18.86,Card,SEASON20,Delivered
O0000344,C000195,2024-02-24,Store,2,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0000345,C000196,2024-02-01,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0000346,C000196,2024-03-16,Marketplace,2,1,FC-North,Metro Post,2024-03-20,2024-03-17,2024-03-20,0.00,5.75,Card,CLEAR40,Delivered
O0000347,C000197,2024-02-05,Web,1,1,FC-South,Regional Freight,2024-02-10,2024-02-06,2024-02-10,0.00,2.73,Card,SAVE15,Delivered
O0000348,C000198,2024-02-03,Mobile App,1,1,FC-North,Metro Post,2024-02-06,2024-02-04,2024-02-05,0.00,5.21,Card,WELCOME10,Delivered
O0000349,C000199,2024-02-03,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0000350,C000199,2024-05-24,Marketplace,2,1,FC-South,Swiftline,2024-05-27,2024-05-24,2024-05-26,0.00,4.25,Card,FLASH25,Delivered
O0000351,C000199,2024-08-13,Web,3,1,FC-South,Metro Post,2024-08-17,2024-08-14,2024-08-15,0.00,9.97,Gift Card,WELCOME10,Delivered
O0000352,C000199,2024-09-30,Mobile App,4,1,FC-South,Regional Freight,2024-10-03,2024-09-30,2024-10-03,0.00,2.99,Card,CLEAR40,Delivered
O0000353,C000199,2024-11-09,Marketplace,5,1,FC-South,Metro Post,2024-11-13,2024-11-10,2024-11-14,0.00,9.01,Card,,Delivered
O0000354,C000200,2024-02-03,Web,1,1,FC-South,Swiftline,2024-02-08,2024-02-03,2024-02-09,0.00,8.99,Digital Wallet,SAVE15,Delivered
O0000355,C000201,2024-02-01,Marketplace,1,1,FC-South,Regional Freight,2024-02-05,2024-02-01,2024-02-04,0.00,4.00,Digital Wallet,SAVE15,Delivered
O0000356,C000201,2024-02-22,Web,2,1,FC-South,Regional Freight,2024-02-25,2024-02-22,2024-02-23,0.00,11.50,Buy Now Pay Later,SEASON20,Delivered
O0000357,C000202,2024-02-03,Store,1,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,,Collected
O0000358,C000203,2024-02-05,Mobile App,1,1,FC-North,Swiftline,2024-02-09,2024-02-05,2024-02-09,0.00,4.59,Card,SAVE15,Delivered
