order_month,category,discount_band,discount_band_rank,order_lines,orders,units,units_per_line,gross_revenue,discount_given,net_revenue,contribution_margin,avg_discount_rate,net_revenue_per_unit,margin_per_unit,contribution_margin_rate,returned_lines,return_line_rate
2024-02-01,Sports & Outdoors,10-20%,2,6,5,6,1.0,1031.24,159.44,871.80,160.06,0.1501,145.3,26.68,0.1836,1,0.1667
2025-07-01,Electronics,30%+,4,16,15,23,1.438,5135.66,1936.10,3199.56,-1177.86,0.3681,139.11,-51.21,-0.3681,1,0.0625
2025-07-01,Electronics,10-20%,2,21,21,25,1.19,6566.27,968.70,5597.57,-46.0,0.1508,223.9,-1.84,-0.0082,3,0.1429
2025-12-01,Home & Kitchen,10-20%,2,20,20,23,1.15,2458.67,411.87,2046.80,326.56,0.1562,88.99,14.2,0.1595,3,0.15
2024-08-01,Footwear,30%+,4,6,6,12,2.0,801.18,285.68,515.50,65.8,0.3666,42.96,5.48,0.1276,2,0.3333
2025-11-01,Footwear,20-30%,3,16,16,18,1.125,1692.39,417.31,1275.08,288.34,0.2475,70.84,16.02,0.2261,5,0.3125
2024-05-01,Home & Kitchen,1-10%,1,10,10,13,1.3,969.95,62.05,907.90,244.81,0.0496,69.84,18.83,0.2696,0,0.0
2024-09-01,Home & Kitchen,20-30%,3,15,14,19,1.267,2102.82,527.01,1575.81,171.72,0.2515,82.94,9.04,0.109,0,0.0
2025-02-01,Footwear,20-30%,3,14,14,18,1.286,1065.30,250.73,814.57,233.37,0.2402,45.25,12.97,0.2865,3,0.2143
2025-11-01,Electronics,10-20%,2,20,19,23,1.15,5313.85,794.25,4519.60,-94.87,0.1529,196.5,-4.12,-0.021,0,0.0
2024-04-01,Footwear,1-10%,1,9,9,12,1.333,1171.70,71.78,1099.92,394.36,0.0597,91.66,32.86,0.3585,2,0.2222
2024-01-01,Footwear,20-30%,3,7,7,8,1.143,704.09,182.06,522.03,155.98,0.2521,65.25,19.5,0.2988,1,0.1429
2024-03-01,Electronics,1-10%,1,5,5,6,1.2,1725.45,130.88,1594.57,108.44,0.067,265.76,18.07,0.068,0,0.0
2024-06-01,Footwear,30%+,4,16,13,21,1.313,1895.40,817.01,1078.39,130.75,0.4069,51.35,6.23,0.1212,4,0.25
2024-03-01,Footwear,10-20%,2,9,8,11,1.222,889.93,146.22,743.71,81.4,0.1651,67.61,7.4,0.1095,3,0.3333
2024-11-01,Apparel,1-10%,1,17,17,20,1.176,1653.21,83.73,1569.48,673.39,0.0471,78.47,33.67,0.4291,4,0.2353
2025-05-01,Footwear,0%,0,97,88,126,1.299,11262.77,0.00,11262.77,3842.39,0.0,89.39,30.5,0.3412,27,0.2784
2025-04-01,Home & Kitchen,20-30%,3,21,20,30,1.429,3098.90,739.98,2358.92,269.61,0.2397,78.63,8.99,0.1143,2,0.0952
2025-02-01,Footwear,1-10%,1,10,10,10,1.0,1143.56,66.20,1077.36,293.85,0.0561,107.74,29.39,0.2728,3,0.3
2025-02-01,Electronics,0%,0,95,81,116,1.221,31809.86,0.00,31809.86,4139.75,0.0,274.22,35.69,0.1301,6,0.0632
2025-01-01,Apparel,1-10%,1,20,18,24,1.2,1876.93,101.92,1775.01,649.75,0.0541,73.96,27.07,0.3661,5,0.25
2025-03-01,Beauty,0%,0,102,90,126,1.235,6475.06,0.00,6475.06,3675.52,0.0,51.39,29.17,0.5676,7,0.0686
2025-04-01,Footwear,30%+,4,12,11,13,1.083,1305.05,486.60,818.45,72.99,0.3667,62.96,5.61,0.0892,7,0.5833
2025-08-01,Apparel,0%,0,194,157,234,1.206,16655.58,0.00,16655.58,6707.82,0.0,71.18,28.67,0.4027,41,0.2113
2025-05-01,Apparel,10-20%,2,33,32,39,1.182,2748.42,424.84,2323.58,778.29,0.1523,59.58,19.96,0.335,9,0.2727
2025-06-01,Home & Kitchen,0%,0,139,120,171,1.23,18721.26,0.00,18721.26,5458.6,0.0,109.48,31.92,0.2916,16,0.1151
2025-06-01,Apparel,10-20%,2,22,20,29,1.318,2168.89,336.28,1832.61,697.57,0.1514,63.19,24.05,0.3806,5,0.2273
2025-10-01,Apparel,0%,0,220,182,250,1.136,17331.34,0.00,17331.34,7071.5,0.0,69.33,28.29,0.408,49,0.2227
2025-12-01,Apparel,30%+,4,63,60,88,1.397,6658.31,2659.89,3998.42,765.85,0.4014,45.44,8.7,0.1915,14,0.2222
2025-12-01,Footwear,1-10%,1,24,24,33,1.375,3467.84,212.99,3254.85,865.55,0.0613,98.63,26.23,0.2659,5,0.2083
2026-06-01,Electronics,10-20%,2,12,11,16,1.333,5170.81,831.55,4339.26,-13.52,0.1594,271.2,-0.84,-0.0031,1,0.0833
2026-06-01,Apparel,30%+,4,29,28,42,1.448,2906.25,1147.51,1758.74,450.25,0.3985,41.87,10.72,0.256,7,0.2414
2024-02-01,Beauty,10-20%,2,6,6,8,1.333,485.50,85.63,399.87,205.23,0.1682,49.98,25.65,0.5132,0,0.0
2024-01-01,Sports & Outdoors,0%,0,28,23,37,1.321,6724.78,0.00,6724.78,2367.95,0.0,181.75,64.0,0.3521,5,0.1786
2024-04-01,Home & Kitchen,1-10%,1,7,7,8,1.143,419.38,17.92,401.46,130.16,0.0449,50.18,16.27,0.3242,0,0.0
2024-09-01,Sports & Outdoors,0%,0,67,62,80,1.194,14109.44,0.00,14109.44,5057.13,0.0,176.37,63.21,0.3584,6,0.0896
2024-10-01,Home & Kitchen,10-20%,2,15,15,21,1.4,2125.15,337.97,1787.18,394.12,0.1573,85.1,18.77,0.2205,2,0.1333
2024-06-01,Electronics,30%+,4,11,9,13,1.182,3264.47,1245.07,2019.40,-690.16,0.3907,155.34,-53.09,-0.3418,1,0.0909
2024-10-01,Apparel,20-30%,3,28,25,40,1.429,2893.42,698.24,2195.18,462.49,0.2424,54.88,11.56,0.2107,8,0.2857
2024-09-01,Apparel,10-20%,2,19,18,26,1.368,1997.16,326.04,1671.12,781.02,0.1561,64.27,30.04,0.4674,2,0.1053
2026-05-01,Electronics,10-20%,2,12,12,12,1.0,2883.88,422.12,2461.76,8.74,0.1465,205.15,0.73,0.0036,1,0.0833
2025-07-01,Apparel,30%+,4,33,31,50,1.515,3772.42,1409.21,2363.21,204.02,0.384,47.26,4.08,0.0863,9,0.2727
2025-08-01,Home & Kitchen,20-30%,3,25,25,32,1.28,2455.87,591.23,1864.64,287.97,0.2385,58.27,9.0,0.1544,0,0.0
2025-07-01,Apparel,1-10%,1,17,17,22,1.294,2087.15,70.51,2016.64,932.07,0.0392,91.67,42.37,0.4622,3,0.1765
2025-06-01,Apparel,20-30%,3,21,21,27,1.286,1823.26,458.56,1364.70,426.7,0.2495,50.54,15.8,0.3127,6,0.2857
2025-10-01,Beauty,0%,0,124,110,143,1.153,7891.32,0.00,7891.32,4646.1,0.0,55.18,32.49,0.5888,4,0.0323
2025-08-01,Apparel,10-20%,2,30,28,42,1.4,3159.75,481.13,2678.62,918.6,0.1507,63.78,21.87,0.3429,10,0.3333
2025-10-01,Beauty,30%+,4,12,12,16,1.333,938.18,338.90,599.28,234.38,0.3614,37.46,14.65,0.3911,0,0.0
2025-09-01,Beauty,20-30%,3,11,11,15,1.364,703.18,176.35,526.83,242.86,0.2467,35.12,16.19,0.461,0,0.0
2025-11-01,Electronics,0%,0,141,124,166,1.177,44409.95,0.00,44409.95,3950.2,0.0,267.53,23.8,0.0889,17,0.1206
2025-11-01,Home & Kitchen,30%+,4,30,30,35,1.167,3102.38,1240.98,1861.40,-233.74,0.4029,53.18,-6.68,-0.1256,1,0.0333
2026-01-01,Apparel,20-30%,3,36,35,47,1.306,4267.63,1052.43,3215.20,935.02,0.2461,68.41,19.89,0.2908,9,0.25
2026-06-01,Beauty,30%+,4,5,5,5,1.0,325.36,122.91,202.45,85.14,0.3766,40.49,17.03,0.4205,0,0.0
2024-11-01,Electronics,10-20%,2,21,21,27,1.286,6638.20,979.27,5658.93,-78.62,0.1475,209.59,-2.91,-0.0139,4,0.1905
2024-10-01,Electronics,1-10%,1,15,15,20,1.333,5761.91,323.18,5438.73,479.1,0.0544,271.94,23.96,0.0881,1,0.0667
2025-03-01,Footwear,20-30%,3,12,12,13,1.083,1172.84,275.26,897.58,240.46,0.2369,69.04,18.5,0.2679,2,0.1667
2024-02-01,Electronics,0%,0,55,45,61,1.109,18263.76,0.00,18263.76,2542.72,0.0,299.41,41.68,0.1392,4,0.0727
2024-05-01,Footwear,30%+,4,10,10,15,1.5,1502.85,594.87,907.98,89.41,0.3756,60.53,5.96,0.0985,3,0.3
2024-08-01,Footwear,10-20%,2,10,10,13,1.3,1503.82,230.16,1273.66,321.55,0.1477,97.97,24.73,0.2525,3,0.3
2025-04-01,Beauty,30%+,4,13,11,19,1.462,1100.85,406.51,694.34,278.76,0.3849,36.54,14.67,0.4015,0,0.0
2025-07-01,Beauty,10-20%,2,15,15,16,1.067,836.16,120.76,715.40,343.61,0.149,44.71,21.48,0.4803,2,0.1333
2025-08-01,Home & Kitchen,10-20%,2,30,30,34,1.133,3698.03,571.83,3126.20,629.21,0.1525,91.95,18.51,0.2013,4,0.1333
2026-03-01,Sports & Outdoors,20-30%,3,15,15,15,1.0,2511.14,649.63,1861.51,274.09,0.2523,124.1,18.27,0.1472,2,0.1333
2025-10-01,Footwear,1-10%,1,10,10,12,1.2,950.86,70.27,880.59,206.06,0.0724,73.38,17.17,0.234,4,0.4
2024-03-01,Home & Kitchen,10-20%,2,9,9,10,1.111,796.90,120.09,676.81,139.58,0.1505,67.68,13.96,0.2062,0,0.0
2025-06-01,Beauty,10-20%,2,13,13,14,1.077,814.94,122.97,691.97,373.49,0.1564,49.43,26.68,0.5397,0,0.0
2025-11-01,Sports & Outdoors,20-30%,3,16,16,20,1.25,3714.72,969.27,2745.45,502.73,0.2528,137.27,25.14,0.1831,2,0.125
2025-07-01,Home & Kitchen,30%+,4,20,20,26,1.3,3079.21,1181.52,1897.69,-72.38,0.3922,72.99,-2.78,-0.0381,1,0.05
2026-01-01,Sports & Outdoors,30%+,4,35,30,43,1.229,7894.93,3465.87,4429.06,-798.13,0.427,103.0,-18.56,-0.1802,9,0.2571
2024-06-01,Sports & Outdoors,20-30%,3,10,10,14,1.4,2627.15,629.72,1997.43,358.33,0.2551,142.67,25.59,0.1794,2,0.2
2025-01-01,Home & Kitchen,10-20%,2,17,16,18,1.059,1690.31,259.86,1430.45,300.21,0.1568,79.47,16.68,0.2099,1,0.0588
2026-05-01,Sports & Outdoors,30%+,4,5,5,7,1.4,1365.41,518.47,846.94,60.59,0.3843,120.99,8.66,0.0715,0,0.0
2024-07-01,Home & Kitchen,30%+,4,13,13,15,1.154,1883.14,691.00,1192.14,-63.75,0.3576,79.48,-4.25,-0.0535,2,0.1538
2024-01-01,Sports & Outdoors,1-10%,1,4,4,5,1.25,716.93,39.18,677.75,143.6,0.057,135.55,28.72,0.2119,1,0.25
2025-01-01,Sports & Outdoors,1-10%,1,3,3,3,1.0,547.45,36.18,511.27,217.75,0.0504,170.42,72.58,0.4259,0,0.0
2024-01-01,Footwear,10-20%,2,1,1,1,1.0,67.74,9.56,58.18,11.1,0.1411,58.18,11.1,0.1908,0,0.0
2024-05-01,Electronics,1-10%,1,7,7,7,1.0,1919.87,119.09,1800.78,83.52,0.063,257.25,11.93,0.0464,1,0.1429
2024-12-01,Beauty,30%+,4,34,32,44,1.294,2498.45,1064.30,1434.15,473.77,0.4194,32.59,10.77,0.3303,1,0.0294
2024-10-01,Apparel,0%,0,176,144,220,1.25,16671.10,0.00,16671.10,6580.8,0.0,75.78,29.91,0.3947,48,0.2727
2025-02-01,Footwear,0%,0,80,72,101,1.263,10246.42,0.00,10246.42,3560.8,0.0,101.45,35.26,0.3475,20,0.25
2024-11-01,Apparel,20-30%,3,39,39,47,1.205,3339.31,833.22,2506.09,553.69,0.2523,53.32,11.78,0.2209,10,0.2564
2024-11-01,Beauty,30%+,4,21,20,27,1.286,1437.15,600.55,836.60,237.11,0.4109,30.99,8.78,0.2834,3,0.1429
2025-08-01,Sports & Outdoors,0%,0,84,72,106,1.262,18686.14,0.00,18686.14,6366.83,0.0,176.28,60.06,0.3407,9,0.1071
2025-07-01,Electronics,0%,0,130,112,153,1.177,42656.02,0.00,42656.02,5292.8,0.0,278.8,34.59,0.1241,14,0.1077
2025-08-01,Sports & Outdoors,10-20%,2,17,16,20,1.176,3420.52,540.02,2880.50,793.0,0.1591,144.03,39.65,0.2753,2,0.1176
2025-11-01,Sports & Outdoors,0%,0,108,98,140,1.296,25681.30,0.00,25681.30,9208.44,0.0,183.44,65.77,0.3586,14,0.1296
2026-01-01,Apparel,1-10%,1,31,31,36,1.161,2428.53,125.94,2302.59,941.88,0.0492,63.96,26.16,0.4091,8,0.2581
2024-07-01,Footwear,20-30%,3,13,13,15,1.154,1452.56,346.18,1106.38,207.14,0.2365,73.76,13.81,0.1872,4,0.3077
2024-06-01,Beauty,0%,0,58,50,72,1.241,3877.33,0.00,3877.33,2224.43,0.0,53.85,30.89,0.5737,2,0.0345
2024-04-01,Electronics,1-10%,1,5,5,8,1.6,2606.05,97.53,2508.52,252.52,0.0429,313.57,31.57,0.1007,1,0.2
2024-04-01,Beauty,30%+,4,6,6,8,1.333,400.11,150.58,249.53,87.83,0.3951,31.19,10.98,0.352,0,0.0
2024-10-01,Beauty,0%,0,100,84,123,1.23,6568.59,0.00,6568.59,3729.42,0.0,53.4,30.32,0.5678,5,0.05
2024-04-01,Sports & Outdoors,0%,0,36,31,43,1.194,8825.82,0.00,8825.82,3306.12,0.0,205.25,76.89,0.3746,3,0.0833
2024-06-01,Home & Kitchen,20-30%,3,12,12,12,1.0,922.26,218.75,703.51,52.43,0.2521,58.63,4.37,0.0745,2,0.1667
2024-07-01,Apparel,20-30%,3,17,17,21,1.235,1813.23,452.61,1360.62,449.86,0.2532,64.79,21.42,0.3306,3,0.1765
2024-09-01,Beauty,10-20%,2,12,12,15,1.25,685.41,111.34,574.07,290.74,0.1628,38.27,19.38,0.5065,0,0.0
2025-01-01,Electronics,20-30%,3,16,15,17,1.063,4327.02,1006.21,3320.81,-379.66,0.2333,195.34,-22.33,-0.1143,0,0.0
2025-01-01,Beauty,1-10%,1,9,9,12,1.333,389.57,22.57,367.00,209.17,0.0581,30.58,17.43,0.5699,1,0.1111
2025-01-01,Beauty,10-20%,2,9,8,12,1.333,668.79,95.92,572.87,315.14,0.1457,47.74,26.26,0.5501,0,0.0
2025-08-01,Beauty,0%,0,103,89,117,1.136,6265.50,0.00,6265.50,3541.88,0.0,53.55,30.27,0.5653,6,0.0583
2025-04-01,Beauty,1-10%,1,10,10,15,1.5,874.07,52.52,821.55,415.09,0.0618,54.77,27.67,0.5053,2,0.2
2025-09-01,Footwear,20-30%,3,16,16,19,1.188,1559.33,381.87,1177.46,205.24,0.2489,61.97,10.8,0.1743,6,0.375
2026-02-01,Home & Kitchen,1-10%,1,15,15,15,1.0,1358.47,101.47,1257.00,260.77,0.0738,83.8,17.38,0.2075,2,0.1333
2026-02-01,Apparel,20-30%,3,28,26,38,1.357,2428.87,609.18,1819.69,570.98,0.2578,47.89,15.03,0.3138,5,0.1786
2026-06-01,Beauty,1-10%,1,7,7,7,1.0,356.36,19.68,336.68,199.39,0.0559,48.1,28.48,0.5922,0,0.0
2026-04-01,Electronics,30%+,4,16,16,19,1.188,4967.29,1951.86,3015.43,-1172.65,0.395,158.71,-61.72,-0.3889,0,0.0
2026-02-01,Electronics,20-30%,3,18,18,22,1.222,5914.32,1430.16,4484.16,-554.32,0.2406,203.83,-25.2,-0.1236,2,0.1111
2026-03-01,Footwear,1-10%,1,19,19,21,1.105,2163.36,124.05,2039.31,856.95,0.0602,97.11,40.81,0.4202,3,0.1579
2026-03-01,Beauty,20-30%,3,18,18,26,1.444,1298.03,328.77,969.26,437.33,0.2522,37.28,16.82,0.4512,0,0.0
2024-12-01,Footwear,10-20%,2,24,24,35,1.458,3187.89,496.55,2691.34,789.29,0.1504,76.9,22.55,0.2933,11,0.4583
2025-09-01,Electronics,1-10%,1,11,11,13,1.182,3457.54,212.33,3245.21,199.29,0.0576,249.63,15.33,0.0614,1,0.0909
2025-11-01,Footwear,1-10%,1,5,5,10,2.0,918.39,57.78,860.61,201.21,0.0568,86.06,20.12,0.2338,3,0.6
2024-03-01,Beauty,30%+,4,10,8,10,1.0,499.75,182.34,317.41,115.81,0.373,31.74,11.58,0.3649,0,0.0
2025-06-01,Home & Kitchen,1-10%,1,14,14,17,1.214,2148.03,96.09,2051.94,578.76,0.0481,120.7,34.04,0.2821,2,0.1429
2024-12-01,Electronics,10-20%,2,19,19,21,1.105,6770.50,1005.89,5764.61,-10.56,0.1575,274.51,-0.5,-0.0018,0,0.0
2024-11-01,Home & Kitchen,1-10%,1,9,9,9,1.0,843.13,45.63,797.50,253.66,0.061,88.61,28.18,0.3181,0,0.0
2024-11-01,Footwear,1-10%,1,5,5,5,1.0,313.78,20.24,293.54,137.91,0.0659,58.71,27.58,0.4698,1,0.2
2024-11-01,Home & Kitchen,10-20%,2,27,27,31,1.148,3576.58,566.27,3010.31,571.62,0.1526,97.11,18.44,0.1899,4,0.1481
2025-02-01,Electronics,20-30%,3,7,7,8,1.143,1926.40,480.07,1446.33,-764.99,0.2515,180.79,-95.62,-0.5289,2,0.2857
2025-09-01,Sports & Outdoors,30%+,4,12,11,13,1.083,2385.64,872.72,1512.92,149.94,0.36,116.38,11.53,0.0991,1,0.0833
2025-11-01,Sports & Outdoors,30%+,4,19,18,24,1.263,4605.39,2063.77,2541.62,-247.25,0.4545,105.9,-10.3,-0.0973,5,0.2632
2026-01-01,Sports & Outdoors,20-30%,3,22,22,25,1.136,4121.58,1078.98,3042.60,597.22,0.2571,121.7,23.89,0.1963,0,0.0
2026-01-01,Home & Kitchen,10-20%,2,17,16,17,1.0,1604.46,237.49,1366.97,193.59,0.1469,80.41,11.39,0.1416,3,0.1765
2026-01-01,Footwear,30%+,4,31,29,44,1.419,4157.68,1795.87,2361.81,375.25,0.4373,53.68,8.53,0.1589,4,0.129
2026-01-01,Home & Kitchen,1-10%,1,9,9,17,1.889,1583.97,95.35,1488.62,466.55,0.0661,87.57,27.44,0.3134,0,0.0
2026-05-01,Electronics,30%+,4,16,16,16,1.0,5728.34,2071.56,3656.78,-1447.3,0.3618,228.55,-90.46,-0.3958,1,0.0625
2024-04-01,Home & Kitchen,30%+,4,12,11,13,1.083,1137.69,469.96,667.73,-114.14,0.3974,51.36,-8.78,-0.1709,2,0.1667
2024-10-01,Apparel,30%+,4,18,15,21,1.167,1413.09,502.21,910.88,186.03,0.3598,43.38,8.86,0.2042,7,0.3889
2025-02-01,Home & Kitchen,1-10%,1,7,7,10,1.429,657.47,24.87,632.60,122.21,0.0446,63.26,12.22,0.1932,1,0.1429
2024-02-01,Home & Kitchen,1-10%,1,6,6,6,1.0,572.08,47.56,524.52,132.97,0.0741,87.42,22.16,0.2535,1,0.1667
2024-12-01,Sports & Outdoors,1-10%,1,13,13,14,1.077,2228.74,124.00,2104.74,728.18,0.0504,150.34,52.01,0.346,1,0.0769
2025-05-01,Electronics,10-20%,2,18,17,20,1.111,5805.32,932.30,4873.02,-59.91,0.1595,243.65,-3.0,-0.0123,1,0.0556
2026-01-01,Electronics,20-30%,3,16,16,20,1.25,5533.67,1409.92,4123.75,-600.46,0.2518,206.19,-30.02,-0.1456,2,0.125
2024-01-01,Apparel,1-10%,1,7,7,9,1.286,451.26,25.94,425.32,221.26,0.0485,47.26,24.58,0.5202,1,0.1429
2024-07-01,Beauty,30%+,4,8,8,8,1.0,459.14,165.69,293.45,108.2,0.3615,36.68,13.53,0.3687,0,0.0
2024-03-01,Sports & Outdoors,30%+,4,3,3,3,1.0,614.59,316.81,297.78,-45.04,0.5089,99.26,-15.01,-0.1513,0,0.0
