month,customer_id,company_name,segment,industry,region,country,acquisition_channel,sales_rep,cohort_month,tenure_months,plan_name,billing_period,seats,seat_change,mrr,prior_mrr,net_change_mrr,movement_type,new_mrr,reactivation_mrr,expansion_mrr,contraction_mrr,churned_mrr,is_active,churn_type,churn_reason
2025-01-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,20,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,21,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,22,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,23,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,24,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,25,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,26,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,27,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-09-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,28,Growth,annual,38,0,1585.17,1585.17,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-10-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,29,Growth,annual,54,16,2252.61,1585.17,667.44,Expansion,0.0,0.0,667.44,0.0,0.0,1,,
2025-11-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,30,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,31,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,32,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,33,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,34,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,35,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,36,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,37,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,38,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00074,Aster Bridge Analytics,SMB,Manufacturing,North America,United States,Partner,E. Nakamura,2023-05-01,39,Growth,annual,54,0,2252.61,2252.61,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-05-01,CUS-00076,Corvus Watch Technologies,SMB,Healthcare,North America,United States,Self-Serve,,2023-05-01,0,Growth,monthly,21,21,940.28,0.0,940.28,New,940.28,0.0,0.0,0.0,0.0,1,,
2023-06-01,CUS-00076,Corvus Watch Technologies,SMB,Healthcare,North America,United States,Self-Serve,,2023-05-01,1,Growth,monthly,21,0,940.28,940.28,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-07-01,CUS-00076,Corvus Watch Technologies,SMB,Healthcare,North America,United States,Self-Serve,,2023-05-01,2,Growth,monthly,21,0,940.28,940.28,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-08-01,CUS-00076,Corvus Watch Technologies,SMB,Healthcare,North America,United States,Self-Serve,,2023-05-01,3,Growth,monthly,21,0,940.28,940.28,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-06-01,CUS-00105,Orchid Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2023-06-01,0,Growth,monthly,13,13,568.62,0.0,568.62,New,568.62,0.0,0.0,0.0,0.0,1,,
2023-07-01,CUS-00105,Orchid Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2023-06-01,1,Growth,monthly,13,0,568.62,568.62,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-08-01,CUS-00105,Orchid Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2023-06-01,2,Growth,monthly,13,0,568.62,568.62,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-09-01,CUS-00105,Orchid Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2023-06-01,3,Growth,monthly,13,0,568.62,568.62,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-10-01,CUS-00105,Orchid Bridge Networks,SMB,Retail & E-commerce,North America,United States,Self-Serve,,2023-06-01,4,Growth,monthly,13,0,568.62,568.62,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-07-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,0,Scale,monthly,131,131,8714.78,0.0,8714.78,New,8714.78,0.0,0.0,0.0,0.0,1,,
2023-08-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,1,Scale,monthly,131,0,8714.78,8714.78,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-09-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,2,Scale,monthly,131,0,8714.78,8714.78,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-10-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,3,Scale,monthly,131,0,8714.78,8714.78,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-11-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,4,Scale,monthly,131,0,8714.78,8714.78,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-12-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,5,Scale,monthly,180,49,11974.5,8714.78,3259.72,Expansion,0.0,0.0,3259.72,0.0,0.0,1,,
2024-01-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,6,Scale,monthly,180,0,11974.5,11974.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-02-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,7,Scale,monthly,210,30,13970.25,11974.5,1995.75,Expansion,0.0,0.0,1995.75,0.0,0.0,1,,
2024-03-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,8,Scale,monthly,210,0,13970.25,13970.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-04-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,9,Scale,monthly,210,0,13970.25,13970.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-05-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,10,Scale,monthly,290,80,19292.25,13970.25,5322.0,Expansion,0.0,0.0,5322.0,0.0,0.0,1,,
2024-06-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,11,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,12,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,13,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,14,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,15,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,16,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,17,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,18,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,19,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,20,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,21,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,22,Scale,monthly,290,0,19292.25,19292.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,23,Enterprise,monthly,405,115,39515.85,19292.25,20223.6,Expansion,0.0,0.0,20223.6,0.0,0.0,1,,
2025-07-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,24,Enterprise,monthly,569,164,55517.33,39515.85,16001.48,Expansion,0.0,0.0,16001.48,0.0,0.0,1,,
2025-08-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,25,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-09-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,26,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-10-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,27,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,28,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,29,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,30,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,31,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,32,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,33,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,34,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,35,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,36,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00112,Tidal Vale Group,Enterprise,Education,North America,United States,Partner,D. Ferreira,2023-07-01,37,Enterprise,monthly,569,0,55517.33,55517.33,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-07-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,0,Scale,monthly,149,149,10806.23,0.0,10806.23,New,10806.23,0.0,0.0,0.0,0.0,1,,
2023-08-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,1,Scale,monthly,149,0,10806.23,10806.23,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-09-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,2,Scale,monthly,149,0,10806.23,10806.23,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-10-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,3,Scale,monthly,149,0,10806.23,10806.23,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-11-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,4,Scale,monthly,90,-59,6527.25,10806.23,-4278.98,Contraction,0.0,0.0,0.0,4278.98,0.0,1,,
2023-12-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,5,Scale,monthly,90,0,6527.25,6527.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-01-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,6,Scale,monthly,90,0,6527.25,6527.25,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-02-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,7,Scale,monthly,112,22,8122.8,6527.25,1595.55,Expansion,0.0,0.0,1595.55,0.0,0.0,1,,
2024-03-01,CUS-00113,Zephyr Watch Energy,Mid-Market,Media & Entertainment,EMEA,United Kingdom,Inbound,A. Okafor,2023-07-01,8,Scale,monthly,128,16,9283.2,8122.8,1160.4,Expansion,0.0,0.0,1160.4,0.0,0.0,1,,
2023-09-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,0,Growth,monthly,19,19,807.97,0.0,807.97,New,807.97,0.0,0.0,0.0,0.0,1,,
2023-10-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,1,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-11-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,2,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-04-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,7,Growth,monthly,16,16,680.4,0.0,680.4,Reactivation,0.0,680.4,0.0,0.0,0.0,1,,
2024-05-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,8,Growth,monthly,16,0,680.4,680.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-06-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,9,Growth,monthly,16,0,680.4,680.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,10,Growth,monthly,16,0,680.4,680.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,11,Growth,monthly,16,0,680.4,680.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,12,Growth,monthly,16,0,680.4,680.4,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,13,Growth,monthly,19,3,807.97,680.4,127.57,Expansion,0.0,0.0,127.57,0.0,0.0,1,,
2024-11-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,14,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,15,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,16,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,17,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,18,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,19,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,20,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,21,Growth,monthly,19,0,807.97,807.97,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,22,Growth,monthly,28,9,1190.7,807.97,382.73,Expansion,0.0,0.0,382.73,0.0,0.0,1,,
2025-08-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,23,Growth,monthly,28,0,1190.7,1190.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-09-01,CUS-00141,Zephyr Field Logistics,SMB,Healthcare,APAC,Japan,Self-Serve,,2023-09-01,24,Growth,monthly,28,0,1190.7,1190.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2023-11-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,0,Growth,monthly,32,32,1288.8,0.0,1288.8,New,1288.8,0.0,0.0,0.0,0.0,1,,
2023-12-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,1,Growth,monthly,32,0,1288.8,1288.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-01-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,2,Growth,monthly,32,0,1288.8,1288.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-02-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,3,Growth,monthly,32,0,1288.8,1288.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-03-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,4,Growth,monthly,32,0,1288.8,1288.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-04-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,5,Growth,monthly,32,0,1288.8,1288.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-05-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,6,Growth,monthly,39,7,1570.73,1288.8,281.93,Expansion,0.0,0.0,281.93,0.0,0.0,1,,
2024-06-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,7,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,8,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,9,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,10,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,11,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,12,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,13,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,14,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,15,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,16,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,17,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,18,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00188,Harbor Harbour Retail,Mid-Market,Software & Technology,APAC,India,Outbound,A. Okafor,2023-11-01,19,Growth,monthly,39,0,1570.73,1570.73,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
