cohort_month,cohort_quarter,segment,period_index,activity_month,cohort_customers,cohort_initial_mrr,active_customers,retained_mrr
2023-03-01,2023-01-01,SMB,0,2023-03-01,12,8461.27,12,8461.27
2023-03-01,2023-01-01,SMB,1,2023-04-01,12,8461.27,12,8484.77
2023-03-01,2023-01-01,SMB,2,2023-05-01,12,8461.27,12,7931.95
2023-03-01,2023-01-01,SMB,3,2023-06-01,12,8461.27,12,7931.95
2023-03-01,2023-01-01,SMB,4,2023-07-01,12,8461.27,12,7990.24
2023-03-01,2023-01-01,SMB,5,2023-08-01,12,8461.27,12,7990.24
2023-03-01,2023-01-01,SMB,6,2023-09-01,12,8461.27,11,7913.74
2023-03-01,2023-01-01,SMB,7,2023-10-01,12,8461.27,10,6595.46
2023-03-01,2023-01-01,SMB,8,2023-11-01,12,8461.27,7,4448.46
2023-03-01,2023-01-01,SMB,9,2023-12-01,12,8461.27,7,4628.28
2023-03-01,2023-01-01,SMB,10,2024-01-01,12,8461.27,6,4749.53
2023-03-01,2023-01-01,SMB,11,2024-02-01,12,8461.27,5,3821.54
2023-03-01,2023-01-01,SMB,12,2024-03-01,12,8461.27,5,4030.79
2023-03-01,2023-01-01,SMB,13,2024-04-01,12,8461.27,5,4030.79
2023-03-01,2023-01-01,SMB,14,2024-05-01,12,8461.27,5,4030.79
2023-03-01,2023-01-01,SMB,15,2024-06-01,12,8461.27,5,4072.19
2023-03-01,2023-01-01,SMB,16,2024-07-01,12,8461.27,5,4836.43
2023-03-01,2023-01-01,SMB,17,2024-08-01,12,8461.27,5,4836.43
2023-03-01,2023-01-01,SMB,18,2024-09-01,12,8461.27,6,4978.2
2023-03-01,2023-01-01,SMB,19,2024-10-01,12,8461.27,6,5106.99
2023-03-01,2023-01-01,SMB,20,2024-11-01,12,8461.27,5,4162.53
2023-03-01,2023-01-01,SMB,21,2024-12-01,12,8461.27,4,4062.83
2023-03-01,2023-01-01,SMB,22,2025-01-01,12,8461.27,4,4042.13
2023-03-01,2023-01-01,SMB,23,2025-02-01,12,8461.27,4,4042.13
2023-03-01,2023-01-01,SMB,24,2025-03-01,12,8461.27,4,4042.13
2023-03-01,2023-01-01,SMB,25,2025-04-01,12,8461.27,4,3916.58
2023-03-01,2023-01-01,SMB,26,2025-05-01,12,8461.27,4,3916.58
2023-03-01,2023-01-01,SMB,27,2025-06-01,12,8461.27,4,3916.58
2023-03-01,2023-01-01,SMB,28,2025-07-01,12,8461.27,4,3916.58
2023-03-01,2023-01-01,SMB,29,2025-08-01,12,8461.27,4,3957.98
2023-03-01,2023-01-01,SMB,30,2025-09-01,12,8461.27,4,3833.78
2023-03-01,2023-01-01,SMB,31,2025-10-01,12,8461.27,4,3414.79
2023-03-01,2023-01-01,SMB,32,2025-11-01,12,8461.27,2,646.65
2023-03-01,2023-01-01,SMB,33,2025-12-01,12,8461.27,2,646.65
2023-03-01,2023-01-01,SMB,34,2026-01-01,12,8461.27,2,646.65
2023-03-01,2023-01-01,SMB,35,2026-02-01,12,8461.27,2,646.65
2023-03-01,2023-01-01,SMB,36,2026-03-01,12,8461.27,2,646.65
2023-03-01,2023-01-01,SMB,37,2026-04-01,12,8461.27,2,646.65
2023-03-01,2023-01-01,SMB,38,2026-05-01,12,8461.27,2,372.3
2023-03-01,2023-01-01,SMB,39,2026-06-01,12,8461.27,2,372.3
2023-03-01,2023-01-01,SMB,40,2026-07-01,12,8461.27,1,186.3
2023-03-01,2023-01-01,SMB,41,2026-08-01,12,8461.27,1,186.3
2023-04-01,2023-04-01,Enterprise,0,2023-04-01,3,24113.7,3,24113.7
2023-04-01,2023-04-01,Enterprise,1,2023-05-01,3,24113.7,3,24113.7
2023-04-01,2023-04-01,Enterprise,2,2023-06-01,3,24113.7,3,24113.7
2023-04-01,2023-04-01,Enterprise,3,2023-07-01,3,24113.7,3,24113.7
2023-04-01,2023-04-01,Enterprise,4,2023-08-01,3,24113.7,3,24113.7
2023-04-01,2023-04-01,Enterprise,5,2023-09-01,3,24113.7,3,24113.7
2023-04-01,2023-04-01,Enterprise,6,2023-10-01,3,24113.7,3,26559.0
2023-04-01,2023-04-01,Enterprise,7,2023-11-01,3,24113.7,3,26559.0
2023-04-01,2023-04-01,Enterprise,8,2023-12-01,3,24113.7,3,26559.0
2023-04-01,2023-04-01,Enterprise,9,2024-01-01,3,24113.7,3,26559.0
2023-04-01,2023-04-01,Enterprise,10,2024-02-01,3,24113.7,3,26559.0
2023-04-01,2023-04-01,Enterprise,11,2024-03-01,3,24113.7,3,22546.2
2023-04-01,2023-04-01,Enterprise,12,2024-04-01,3,24113.7,3,25419.0
2023-04-01,2023-04-01,Enterprise,13,2024-05-01,3,24113.7,3,25419.0
2023-04-01,2023-04-01,Enterprise,14,2024-06-01,3,24113.7,3,27362.7
2023-04-01,2023-04-01,Enterprise,15,2024-07-01,3,24113.7,3,27362.7
2023-04-01,2023-04-01,Enterprise,16,2024-08-01,3,24113.7,3,27362.7
2023-04-01,2023-04-01,Enterprise,17,2024-09-01,3,24113.7,3,33831.75
2023-04-01,2023-04-01,Enterprise,18,2024-10-01,3,24113.7,3,33831.75
2023-04-01,2023-04-01,Enterprise,19,2024-11-01,3,24113.7,3,35229.3
2023-04-01,2023-04-01,Enterprise,20,2024-12-01,3,24113.7,3,35229.3
2023-04-01,2023-04-01,Enterprise,21,2025-01-01,3,24113.7,3,38740.5
2023-04-01,2023-04-01,Enterprise,22,2025-02-01,3,24113.7,3,38740.5
2023-04-01,2023-04-01,Enterprise,23,2025-03-01,3,24113.7,3,37342.95
2023-04-01,2023-04-01,Enterprise,24,2025-04-01,3,24113.7,3,37342.95
2023-04-01,2023-04-01,Enterprise,25,2025-05-01,3,24113.7,3,37342.95
2023-04-01,2023-04-01,Enterprise,26,2025-06-01,3,24113.7,3,40352.55
2023-04-01,2023-04-01,Enterprise,27,2025-07-01,3,24113.7,3,40352.55
2023-04-01,2023-04-01,Enterprise,28,2025-08-01,3,24113.7,3,40352.55
2023-04-01,2023-04-01,Enterprise,29,2025-09-01,3,24113.7,3,40352.55
2023-04-01,2023-04-01,Enterprise,30,2025-10-01,3,24113.7,3,42686.7
2023-04-01,2023-04-01,Enterprise,31,2025-11-01,3,24113.7,2,54160.26
2023-04-01,2023-04-01,Enterprise,32,2025-12-01,3,24113.7,2,45645.6
2023-04-01,2023-04-01,Enterprise,33,2026-01-01,3,24113.7,2,48090.9
2023-04-01,2023-04-01,Enterprise,34,2026-02-01,3,24113.7,2,48090.9
2023-04-01,2023-04-01,Enterprise,35,2026-03-01,3,24113.7,2,50812.08
2023-04-01,2023-04-01,Enterprise,36,2026-04-01,3,24113.7,2,50812.08
2023-04-01,2023-04-01,Enterprise,37,2026-05-01,3,24113.7,2,50812.08
2023-04-01,2023-04-01,Enterprise,38,2026-06-01,3,24113.7,2,50812.08
2023-04-01,2023-04-01,Enterprise,39,2026-07-01,3,24113.7,2,50812.08
2023-04-01,2023-04-01,Enterprise,40,2026-08-01,3,24113.7,2,50812.08
2023-04-01,2023-04-01,Mid-Market,0,2023-04-01,2,7770.6,2,7770.6
2023-04-01,2023-04-01,Mid-Market,1,2023-05-01,2,7770.6,2,7770.6
2023-04-01,2023-04-01,Mid-Market,2,2023-06-01,2,7770.6,2,7770.6
2023-04-01,2023-04-01,Mid-Market,3,2023-07-01,2,7770.6,2,7770.6
2023-04-01,2023-04-01,Mid-Market,4,2023-08-01,2,7770.6,2,7770.6
2023-04-01,2023-04-01,Mid-Market,5,2023-09-01,2,7770.6,2,7770.6
2023-04-01,2023-04-01,Mid-Market,6,2023-10-01,2,7770.6,2,8020.71
2023-04-01,2023-04-01,Mid-Market,7,2023-11-01,2,7770.6,2,8020.71
2023-04-01,2023-04-01,Mid-Market,8,2023-12-01,2,7770.6,2,8020.71
2023-04-01,2023-04-01,Mid-Market,9,2024-01-01,2,7770.6,2,6724.71
2023-04-01,2023-04-01,Mid-Market,10,2024-02-01,2,7770.6,2,6724.71
2023-04-01,2023-04-01,Mid-Market,11,2024-03-01,2,7770.6,2,6724.71
2023-04-01,2023-04-01,Mid-Market,12,2024-04-01,2,7770.6,2,6724.71
2023-04-01,2023-04-01,Mid-Market,13,2024-05-01,2,7770.6,2,7082.01
2023-04-01,2023-04-01,Mid-Market,14,2024-06-01,2,7770.6,2,7082.01
2023-04-01,2023-04-01,Mid-Market,15,2024-07-01,2,7770.6,2,7082.01
2023-04-01,2023-04-01,Mid-Market,16,2024-08-01,2,7770.6,2,7082.01
2023-04-01,2023-04-01,Mid-Market,17,2024-09-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,18,2024-10-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,19,2024-11-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,20,2024-12-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,21,2025-01-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,22,2025-02-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,23,2025-03-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,24,2025-04-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,25,2025-05-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,26,2025-06-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,27,2025-07-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,28,2025-08-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,29,2025-09-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,30,2025-10-01,2,7770.6,1,1322.01
2023-04-01,2023-04-01,Mid-Market,31,2025-11-01,2,7770.6,1,1393.47
2023-04-01,2023-04-01,Mid-Market,32,2025-12-01,2,7770.6,1,1393.47
2023-04-01,2023-04-01,Mid-Market,33,2026-01-01,2,7770.6,1,1393.47
2023-04-01,2023-04-01,Mid-Market,34,2026-02-01,2,7770.6,1,1393.47
2023-04-01,2023-04-01,Mid-Market,35,2026-03-01,2,7770.6,1,1393.47
2023-04-01,2023-04-01,Mid-Market,36,2026-04-01,2,7770.6,1,1393.47
2023-04-01,2023-04-01,Mid-Market,37,2026-05-01,2,7770.6,1,1607.85
2023-04-01,2023-04-01,Mid-Market,38,2026-06-01,2,7770.6,1,1607.85
2023-04-01,2023-04-01,Mid-Market,39,2026-07-01,2,7770.6,1,1607.85
2023-04-01,2023-04-01,Mid-Market,40,2026-08-01,2,7770.6,1,1607.85
2023-04-01,2023-04-01,SMB,0,2023-04-01,11,4506.21,11,4506.21
2023-04-01,2023-04-01,SMB,1,2023-05-01,11,4506.21,7,3092.25
2023-04-01,2023-04-01,SMB,2,2023-06-01,11,4506.21,7,3116.35
2023-04-01,2023-04-01,SMB,3,2023-07-01,11,4506.21,7,3116.35
2023-04-01,2023-04-01,SMB,4,2023-08-01,11,4506.21,6,1595.53
2023-04-01,2023-04-01,SMB,5,2023-09-01,11,4506.21,6,1595.53
2023-04-01,2023-04-01,SMB,6,2023-10-01,11,4506.21,5,1497.4
2023-04-01,2023-04-01,SMB,7,2023-11-01,11,4506.21,5,1497.4
2023-04-01,2023-04-01,SMB,8,2023-12-01,11,4506.21,5,1497.4
2023-04-01,2023-04-01,SMB,9,2024-01-01,11,4506.21,4,1493.45
2023-04-01,2023-04-01,SMB,10,2024-02-01,11,4506.21,4,1493.45
2023-04-01,2023-04-01,SMB,11,2024-03-01,11,4506.21,4,1541.65
2023-04-01,2023-04-01,SMB,12,2024-04-01,11,4506.21,4,1724.31
2023-04-01,2023-04-01,SMB,13,2024-05-01,11,4506.21,4,1724.31
2023-04-01,2023-04-01,SMB,14,2024-06-01,11,4506.21,4,1627.91
2023-04-01,2023-04-01,SMB,15,2024-07-01,11,4506.21,4,1627.91
2023-04-01,2023-04-01,SMB,16,2024-08-01,11,4506.21,4,1855.39
2023-04-01,2023-04-01,SMB,17,2024-09-01,11,4506.21,4,1855.39
2023-04-01,2023-04-01,SMB,18,2024-10-01,11,4506.21,3,1671.19
2023-04-01,2023-04-01,SMB,19,2024-11-01,11,4506.21,3,1671.19
2023-04-01,2023-04-01,SMB,20,2024-12-01,11,4506.21,3,1671.19
2023-04-01,2023-04-01,SMB,21,2025-01-01,11,4506.21,3,1671.19
2023-04-01,2023-04-01,SMB,22,2025-02-01,11,4506.21,3,1693.26
2023-04-01,2023-04-01,SMB,23,2025-03-01,11,4506.21,3,1693.26
2023-04-01,2023-04-01,SMB,24,2025-04-01,11,4506.21,3,1715.34
2023-04-01,2023-04-01,SMB,25,2025-05-01,11,4506.21,3,1715.34
2023-04-01,2023-04-01,SMB,26,2025-06-01,11,4506.21,3,1715.34
2023-04-01,2023-04-01,SMB,27,2025-07-01,11,4506.21,3,1693.26
2023-04-01,2023-04-01,SMB,28,2025-08-01,11,4506.21,3,1715.34
2023-04-01,2023-04-01,SMB,29,2025-09-01,11,4506.21,3,1715.34
2023-04-01,2023-04-01,SMB,30,2025-10-01,11,4506.21,3,1177.5
2023-04-01,2023-04-01,SMB,31,2025-11-01,11,4506.21,3,1087.86
2023-04-01,2023-04-01,SMB,32,2025-12-01,11,4506.21,3,1087.86
2023-04-01,2023-04-01,SMB,33,2026-01-01,11,4506.21,3,1087.86
2023-04-01,2023-04-01,SMB,34,2026-02-01,11,4506.21,3,1087.86
2023-04-01,2023-04-01,SMB,35,2026-03-01,11,4506.21,3,1109.94
2023-04-01,2023-04-01,SMB,36,2026-04-01,11,4506.21,3,1109.94
2023-04-01,2023-04-01,SMB,37,2026-05-01,11,4506.21,2,917.14
2023-04-01,2023-04-01,SMB,38,2026-06-01,11,4506.21,2,648.22
2023-04-01,2023-04-01,SMB,39,2026-07-01,11,4506.21,2,626.14
2023-04-01,2023-04-01,SMB,40,2026-08-01,11,4506.21,2,626.14
2023-05-01,2023-04-01,Enterprise,0,2023-05-01,5,55800.95,5,55800.95
2023-05-01,2023-04-01,Enterprise,1,2023-06-01,5,55800.95,5,55689.8
2023-05-01,2023-04-01,Enterprise,2,2023-07-01,5,55800.95,5,55689.8
2023-05-01,2023-04-01,Enterprise,3,2023-08-01,5,55800.95,5,56960.0
2023-05-01,2023-04-01,Enterprise,4,2023-09-01,5,55800.95,5,58386.6
2023-05-01,2023-04-01,Enterprise,5,2023-10-01,5,55800.95,5,58386.6
2023-05-01,2023-04-01,Enterprise,6,2023-11-01,5,55800.95,5,75547.59
2023-05-01,2023-04-01,Enterprise,7,2023-12-01,5,55800.95,5,75547.59
2023-05-01,2023-04-01,Enterprise,8,2024-01-01,5,55800.95,5,75547.59
2023-05-01,2023-04-01,Enterprise,9,2024-02-01,5,55800.95,5,75547.59
2023-05-01,2023-04-01,Enterprise,10,2024-03-01,5,55800.95,5,75547.59
2023-05-01,2023-04-01,Enterprise,11,2024-04-01,5,55800.95,5,75547.59
2023-05-01,2023-04-01,Enterprise,12,2024-05-01,5,55800.95,5,85730.07
2023-05-01,2023-04-01,Enterprise,13,2024-06-01,5,55800.95,5,86503.25
2023-05-01,2023-04-01,Enterprise,14,2024-07-01,5,55800.95,5,86503.25
2023-05-01,2023-04-01,Enterprise,15,2024-08-01,5,55800.95,5,86503.25
2023-05-01,2023-04-01,Enterprise,16,2024-09-01,5,55800.95,5,86503.25
2023-05-01,2023-04-01,Enterprise,17,2024-10-01,5,55800.95,5,86503.25
2023-05-01,2023-04-01,Enterprise,18,2024-11-01,5,55800.95,5,79568.63
2023-05-01,2023-04-01,Enterprise,19,2024-12-01,5,55800.95,5,80856.98
2023-05-01,2023-04-01,Enterprise,20,2025-01-01,5,55800.95,5,74902.58
2023-05-01,2023-04-01,Enterprise,21,2025-02-01,5,55800.95,5,76205.11
2023-05-01,2023-04-01,Enterprise,22,2025-03-01,5,55800.95,5,83896.31
2023-05-01,2023-04-01,Enterprise,23,2025-04-01,5,55800.95,5,83896.31
2023-05-01,2023-04-01,Enterprise,24,2025-05-01,5,55800.95,4,79637.58
2023-05-01,2023-04-01,Enterprise,25,2025-06-01,5,55800.95,3,73993.38
2023-05-01,2023-04-01,Enterprise,26,2025-07-01,5,55800.95,3,73993.38
2023-05-01,2023-04-01,Enterprise,27,2025-08-01,5,55800.95,3,62581.98
2023-05-01,2023-04-01,Enterprise,28,2025-09-01,5,55800.95,3,73378.92
2023-05-01,2023-04-01,Enterprise,29,2025-10-01,5,55800.95,3,73378.92
2023-05-01,2023-04-01,Enterprise,30,2025-11-01,5,55800.95,3,87423.72
2023-05-01,2023-04-01,Enterprise,31,2025-12-01,5,55800.95,3,71096.64
2023-05-01,2023-04-01,Enterprise,32,2026-01-01,5,55800.95,3,69669.24
2023-05-01,2023-04-01,Enterprise,33,2026-02-01,5,55800.95,3,57630.84
2023-05-01,2023-04-01,Enterprise,34,2026-03-01,5,55800.95,3,57630.84
2023-05-01,2023-04-01,Enterprise,35,2026-04-01,5,55800.95,3,57630.84
2023-05-01,2023-04-01,Enterprise,36,2026-05-01,5,55800.95,3,59429.16
2023-05-01,2023-04-01,Enterprise,37,2026-06-01,5,55800.95,3,59429.16
2023-05-01,2023-04-01,Enterprise,38,2026-07-01,5,55800.95,3,59429.16
2023-05-01,2023-04-01,Enterprise,39,2026-08-01,5,55800.95,3,59429.16
2023-05-01,2023-04-01,Mid-Market,0,2023-05-01,7,20767.33,7,20767.33
2023-05-01,2023-04-01,Mid-Market,1,2023-06-01,7,20767.33,7,21768.25
2023-05-01,2023-04-01,Mid-Market,2,2023-07-01,7,20767.33,7,24213.55
2023-05-01,2023-04-01,Mid-Market,3,2023-08-01,7,20767.33,7,24213.55
2023-05-01,2023-04-01,Mid-Market,4,2023-09-01,7,20767.33,7,24213.55
2023-05-01,2023-04-01,Mid-Market,5,2023-10-01,7,20767.33,7,24213.55
2023-05-01,2023-04-01,Mid-Market,6,2023-11-01,7,20767.33,7,24613.6
2023-05-01,2023-04-01,Mid-Market,7,2023-12-01,7,20767.33,7,24733.75
2023-05-01,2023-04-01,Mid-Market,8,2024-01-01,7,20767.33,7,24910.51
2023-05-01,2023-04-01,Mid-Market,9,2024-02-01,7,20767.33,6,24468.61
2023-05-01,2023-04-01,Mid-Market,10,2024-03-01,7,20767.33,6,24468.61
2023-05-01,2023-04-01,Mid-Market,11,2024-04-01,7,20767.33,6,28789.1
2023-05-01,2023-04-01,Mid-Market,12,2024-05-01,7,20767.33,6,28941.02
2023-05-01,2023-04-01,Mid-Market,13,2024-06-01,7,20767.33,6,33238.82
2023-05-01,2023-04-01,Mid-Market,14,2024-07-01,7,20767.33,6,28129.13
2023-05-01,2023-04-01,Mid-Market,15,2024-08-01,7,20767.33,6,28129.13
2023-05-01,2023-04-01,Mid-Market,16,2024-09-01,7,20767.33,6,28129.13
2023-05-01,2023-04-01,Mid-Market,17,2024-10-01,7,20767.33,6,28328.84
2023-05-01,2023-04-01,Mid-Market,18,2024-11-01,7,20767.33,6,28328.84
2023-05-01,2023-04-01,Mid-Market,19,2024-12-01,7,20767.33,6,28328.84
2023-05-01,2023-04-01,Mid-Market,20,2025-01-01,7,20767.33,6,27928.79
2023-05-01,2023-04-01,Mid-Market,21,2025-02-01,7,20767.33,6,27928.79
2023-05-01,2023-04-01,Mid-Market,22,2025-03-01,7,20767.33,6,28414.88
2023-05-01,2023-04-01,Mid-Market,23,2025-04-01,7,20767.33,6,28414.88
2023-05-01,2023-04-01,Mid-Market,24,2025-05-01,7,20767.33,6,28604.78
2023-05-01,2023-04-01,Mid-Market,25,2025-06-01,7,20767.33,6,31107.81
2023-05-01,2023-04-01,Mid-Market,26,2025-07-01,7,20767.33,6,31107.81
2023-05-01,2023-04-01,Mid-Market,27,2025-08-01,7,20767.33,6,31335.69
2023-05-01,2023-04-01,Mid-Market,28,2025-09-01,7,20767.33,6,31335.69
2023-05-01,2023-04-01,Mid-Market,29,2025-10-01,7,20767.33,6,31335.69
2023-05-01,2023-04-01,Mid-Market,30,2025-11-01,7,20767.33,6,31335.69
2023-05-01,2023-04-01,Mid-Market,31,2025-12-01,7,20767.33,6,32007.68
2023-05-01,2023-04-01,Mid-Market,32,2026-01-01,7,20767.33,6,36050.78
2023-05-01,2023-04-01,Mid-Market,33,2026-02-01,7,20767.33,6,36846.2
2023-05-01,2023-04-01,Mid-Market,34,2026-03-01,7,20767.33,6,40551.2
2023-05-01,2023-04-01,Mid-Market,35,2026-04-01,7,20767.33,6,39344.45
2023-05-01,2023-04-01,Mid-Market,36,2026-05-01,7,20767.33,6,59005.65
2023-05-01,2023-04-01,Mid-Market,37,2026-06-01,7,20767.33,6,59645.72
2023-05-01,2023-04-01,Mid-Market,38,2026-07-01,7,20767.33,6,59645.72
2023-05-01,2023-04-01,Mid-Market,39,2026-08-01,7,20767.33,6,59645.72
2023-05-01,2023-04-01,SMB,0,2023-05-01,6,5657.15,6,5657.15
2023-05-01,2023-04-01,SMB,1,2023-06-01,6,5657.15,6,5879.22
2023-05-01,2023-04-01,SMB,2,2023-07-01,6,5657.15,6,5879.22
2023-05-01,2023-04-01,SMB,3,2023-08-01,6,5657.15,6,5879.22
2023-05-01,2023-04-01,SMB,4,2023-09-01,6,5657.15,5,4938.94
2023-05-01,2023-04-01,SMB,5,2023-10-01,6,5657.15,4,4277.78
2023-05-01,2023-04-01,SMB,6,2023-11-01,6,5657.15,4,4277.78
2023-05-01,2023-04-01,SMB,7,2023-12-01,6,5657.15,4,4277.78
2023-05-01,2023-04-01,SMB,8,2024-01-01,6,5657.15,4,4277.78
2023-05-01,2023-04-01,SMB,9,2024-02-01,6,5657.15,4,4302.78
2023-05-01,2023-04-01,SMB,10,2024-03-01,6,5657.15,4,4302.78
2023-05-01,2023-04-01,SMB,11,2024-04-01,6,5657.15,4,4302.78
2023-05-01,2023-04-01,SMB,12,2024-05-01,6,5657.15,4,4302.78
2023-05-01,2023-04-01,SMB,13,2024-06-01,6,5657.15,4,4302.78
2023-05-01,2023-04-01,SMB,14,2024-07-01,6,5657.15,4,4302.78
2023-05-01,2023-04-01,SMB,15,2024-08-01,6,5657.15,4,4302.78
2023-05-01,2023-04-01,SMB,16,2024-09-01,6,5657.15,4,4302.78
2023-05-01,2023-04-01,SMB,17,2024-10-01,6,5657.15,4,4352.78
2023-05-01,2023-04-01,SMB,18,2024-11-01,6,5657.15,4,4175.12
2023-05-01,2023-04-01,SMB,19,2024-12-01,6,5657.15,3,2406.98
2023-05-01,2023-04-01,SMB,20,2025-01-01,6,5657.15,3,2673.47
2023-05-01,2023-04-01,SMB,21,2025-02-01,6,5657.15,2,1760.17
2023-05-01,2023-04-01,SMB,22,2025-03-01,6,5657.15,2,1710.17
2023-05-01,2023-04-01,SMB,23,2025-04-01,6,5657.15,2,1710.17
2023-05-01,2023-04-01,SMB,24,2025-05-01,6,5657.15,2,1710.17
2023-05-01,2023-04-01,SMB,25,2025-06-01,6,5657.15,2,1710.17
2023-05-01,2023-04-01,SMB,26,2025-07-01,6,5657.15,2,1710.17
2023-05-01,2023-04-01,SMB,27,2025-08-01,6,5657.15,2,1710.17
2023-05-01,2023-04-01,SMB,28,2025-09-01,6,5657.15,1,1585.17
2023-05-01,2023-04-01,SMB,29,2025-10-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,30,2025-11-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,31,2025-12-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,32,2026-01-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,33,2026-02-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,34,2026-03-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,35,2026-04-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,36,2026-05-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,37,2026-06-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,38,2026-07-01,6,5657.15,1,2252.61
2023-05-01,2023-04-01,SMB,39,2026-08-01,6,5657.15,1,2252.61
2023-06-01,2023-04-01,Enterprise,0,2023-06-01,1,31665.92,1,31665.92
2023-06-01,2023-04-01,Enterprise,1,2023-07-01,1,31665.92,1,31665.92
2023-06-01,2023-04-01,Enterprise,2,2023-08-01,1,31665.92,1,31665.92
2023-06-01,2023-04-01,Enterprise,3,2023-09-01,1,31665.92,1,31665.92
2023-06-01,2023-04-01,Enterprise,4,2023-10-01,1,31665.92,1,31665.92
2023-06-01,2023-04-01,Enterprise,5,2023-11-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,6,2023-12-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,7,2024-01-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,8,2024-02-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,9,2024-03-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,10,2024-04-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,11,2024-05-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,12,2024-06-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,13,2024-07-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,14,2024-08-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,15,2024-09-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,16,2024-10-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,17,2024-11-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,18,2024-12-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,19,2025-01-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,20,2025-02-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,21,2025-03-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,22,2025-04-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,23,2025-05-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,24,2025-06-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,25,2025-07-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,26,2025-08-01,1,31665.92,1,19859.84
2023-06-01,2023-04-01,Enterprise,27,2025-09-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,28,2025-10-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,29,2025-11-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,30,2025-12-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,31,2026-01-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,32,2026-02-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,33,2026-03-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,34,2026-04-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,35,2026-05-01,1,31665.92,1,27089.92
2023-06-01,2023-04-01,Enterprise,36,2026-06-01,1,31665.92,0,0.0
2023-06-01,2023-04-01,Mid-Market,0,2023-06-01,6,26435.19,6,26435.19
2023-06-01,2023-04-01,Mid-Market,1,2023-07-01,6,26435.19,5,18683.04
2023-06-01,2023-04-01,Mid-Market,2,2023-08-01,6,26435.19,5,18683.04
2023-06-01,2023-04-01,Mid-Market,3,2023-09-01,6,26435.19,5,18482.79
2023-06-01,2023-04-01,Mid-Market,4,2023-10-01,6,26435.19,5,22135.52
2023-06-01,2023-04-01,Mid-Market,5,2023-11-01,6,26435.19,5,22425.59
