acquisition_channel,signup_month,activity_month,period_index,cohort_customers,acquisition_spend,cac,active_customers,net_revenue,contribution_margin,cumulative_contribution_margin,cumulative_margin_net_of_cac,payback_ratio
Affiliate,2024-05-01,2025-09-01,16,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2025-10-01,17,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2025-11-01,18,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2025-12-01,19,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2026-01-01,20,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2026-02-01,21,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2026-03-01,22,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2026-04-01,23,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2026-05-01,24,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2024-05-01,2026-06-01,25,34,1448.36,42.6,0,0.00,0.0,1354.69,-93.67,0.9353
Affiliate,2025-01-01,2025-01-01,0,17,703.15,41.36,16,3534.65,399.72,399.72,-303.43,0.5685
Affiliate,2025-01-01,2025-02-01,1,17,703.15,41.36,1,195.37,-103.21,296.51,-406.64,0.4217
Affiliate,2025-01-01,2025-03-01,2,17,703.15,41.36,2,476.28,45.01,341.52,-361.63,0.4857
Affiliate,2025-01-01,2025-04-01,3,17,703.15,41.36,2,369.98,15.72,357.24,-345.91,0.5081
Affiliate,2025-01-01,2025-05-01,4,17,703.15,41.36,3,1201.59,-287.87,69.37,-633.78,0.0987
Affiliate,2025-01-01,2025-06-01,5,17,703.15,41.36,2,370.60,48.3,117.67,-585.48,0.1673
Affiliate,2025-01-01,2025-07-01,6,17,703.15,41.36,0,0.00,0.0,117.67,-585.48,0.1673
Affiliate,2025-01-01,2025-08-01,7,17,703.15,41.36,1,47.86,12.38,130.05,-573.1,0.185
Affiliate,2025-01-01,2025-09-01,8,17,703.15,41.36,1,90.18,36.58,166.63,-536.52,0.237
Affiliate,2025-01-01,2025-10-01,9,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-01-01,2025-11-01,10,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-01-01,2025-12-01,11,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-01-01,2026-01-01,12,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-01-01,2026-02-01,13,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-01-01,2026-03-01,14,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-01-01,2026-04-01,15,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-01-01,2026-05-01,16,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-01-01,2026-06-01,17,17,703.15,41.36,0,0.00,0.0,166.63,-536.52,0.237
Affiliate,2025-04-01,2025-04-01,0,27,1169.88,43.33,25,8602.54,1179.93,1179.93,10.05,1.0086
Affiliate,2025-04-01,2025-05-01,1,27,1169.88,43.33,4,1109.27,-109.3,1070.63,-99.25,0.9152
Affiliate,2025-04-01,2025-06-01,2,27,1169.88,43.33,3,644.34,141.06,1211.69,41.81,1.0357
Affiliate,2025-04-01,2025-07-01,3,27,1169.88,43.33,5,1034.30,115.12,1326.81,156.93,1.1341
Affiliate,2025-04-01,2025-08-01,4,27,1169.88,43.33,2,418.53,89.7,1416.51,246.63,1.2108
Affiliate,2025-04-01,2025-09-01,5,27,1169.88,43.33,2,1205.59,139.93,1556.44,386.56,1.3304
Affiliate,2025-04-01,2025-10-01,6,27,1169.88,43.33,1,246.03,9.59,1566.03,396.15,1.3386
Affiliate,2025-04-01,2025-11-01,7,27,1169.88,43.33,0,0.00,0.0,1566.03,396.15,1.3386
Affiliate,2025-04-01,2025-12-01,8,27,1169.88,43.33,0,0.00,0.0,1566.03,396.15,1.3386
Affiliate,2025-04-01,2026-01-01,9,27,1169.88,43.33,0,0.00,0.0,1566.03,396.15,1.3386
Affiliate,2025-04-01,2026-02-01,10,27,1169.88,43.33,0,0.00,0.0,1566.03,396.15,1.3386
Affiliate,2025-04-01,2026-03-01,11,27,1169.88,43.33,0,0.00,0.0,1566.03,396.15,1.3386
Affiliate,2025-04-01,2026-04-01,12,27,1169.88,43.33,0,0.00,0.0,1566.03,396.15,1.3386
Affiliate,2025-04-01,2026-05-01,13,27,1169.88,43.33,0,0.00,0.0,1566.03,396.15,1.3386
Affiliate,2025-04-01,2026-06-01,14,27,1169.88,43.33,0,0.00,0.0,1566.03,396.15,1.3386
Email & CRM,2024-01-01,2024-01-01,0,14,85.43,6.1,13,5413.70,1115.09,1115.09,1029.66,13.0527
Email & CRM,2024-01-01,2024-02-01,1,14,85.43,6.1,1,14.17,10.37,1125.46,1040.03,13.1741
Email & CRM,2024-01-01,2024-03-01,2,14,85.43,6.1,4,1880.57,705.74,1831.2,1745.77,21.4351
Email & CRM,2024-01-01,2024-04-01,3,14,85.43,6.1,0,0.00,0.0,1831.2,1745.77,21.4351
Email & CRM,2024-01-01,2024-05-01,4,14,85.43,6.1,2,492.97,152.2,1983.4,1897.97,23.2167
Email & CRM,2024-01-01,2024-06-01,5,14,85.43,6.1,2,145.26,60.87,2044.27,1958.84,23.9292
Email & CRM,2024-01-01,2024-07-01,6,14,85.43,6.1,0,0.00,0.0,2044.27,1958.84,23.9292
Email & CRM,2024-01-01,2024-08-01,7,14,85.43,6.1,2,683.12,44.73,2089.0,2003.57,24.4528
Email & CRM,2024-01-01,2024-09-01,8,14,85.43,6.1,0,0.00,0.0,2089.0,2003.57,24.4528
Email & CRM,2024-01-01,2024-10-01,9,14,85.43,6.1,1,78.63,-50.75,2038.25,1952.82,23.8587
Email & CRM,2024-01-01,2024-11-01,10,14,85.43,6.1,0,0.00,0.0,2038.25,1952.82,23.8587
Email & CRM,2024-01-01,2024-12-01,11,14,85.43,6.1,1,363.17,167.25,2205.5,2120.07,25.8165
Email & CRM,2024-01-01,2025-01-01,12,14,85.43,6.1,0,0.00,0.0,2205.5,2120.07,25.8165
Email & CRM,2024-01-01,2025-02-01,13,14,85.43,6.1,1,1477.28,578.44,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-03-01,14,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-04-01,15,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-05-01,16,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-06-01,17,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-07-01,18,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-08-01,19,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-09-01,20,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-10-01,21,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-11-01,22,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2025-12-01,23,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2026-01-01,24,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2026-02-01,25,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2026-03-01,26,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2026-04-01,27,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2026-05-01,28,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-01-01,2026-06-01,29,14,85.43,6.1,0,0.00,0.0,2783.94,2698.51,32.5874
Email & CRM,2024-02-01,2024-02-01,0,19,116.89,6.15,18,3590.18,1269.87,1269.87,1152.98,10.8638
Email & CRM,2024-02-01,2024-03-01,1,19,116.89,6.15,5,625.92,246.94,1516.81,1399.92,12.9764
Email & CRM,2024-02-01,2024-04-01,2,19,116.89,6.15,2,345.79,101.34,1618.15,1501.26,13.8434
Email & CRM,2024-02-01,2024-05-01,3,19,116.89,6.15,1,563.77,132.57,1750.72,1633.83,14.9775
Email & CRM,2024-02-01,2024-06-01,4,19,116.89,6.15,2,296.29,75.63,1826.35,1709.46,15.6245
Email & CRM,2024-02-01,2024-07-01,5,19,116.89,6.15,3,558.42,134.71,1961.06,1844.17,16.777
Email & CRM,2024-02-01,2024-08-01,6,19,116.89,6.15,2,78.46,22.3,1983.36,1866.47,16.9677
Email & CRM,2024-02-01,2024-09-01,7,19,116.89,6.15,1,448.18,39.27,2022.63,1905.74,17.3037
Email & CRM,2024-02-01,2024-10-01,8,19,116.89,6.15,1,21.76,7.78,2030.41,1913.52,17.3703
Email & CRM,2024-02-01,2024-11-01,9,19,116.89,6.15,2,107.35,43.84,2074.25,1957.36,17.7453
Email & CRM,2024-02-01,2024-12-01,10,19,116.89,6.15,0,0.00,0.0,2074.25,1957.36,17.7453
Email & CRM,2024-02-01,2025-01-01,11,19,116.89,6.15,2,407.54,38.21,2112.46,1995.57,18.0722
Email & CRM,2024-02-01,2025-02-01,12,19,116.89,6.15,1,51.74,25.32,2137.78,2020.89,18.2888
Email & CRM,2024-02-01,2025-03-01,13,19,116.89,6.15,1,348.70,187.46,2325.24,2208.35,19.8925
Email & CRM,2024-02-01,2025-04-01,14,19,116.89,6.15,1,26.40,7.7,2332.94,2216.05,19.9584
Email & CRM,2024-02-01,2025-05-01,15,19,116.89,6.15,0,0.00,0.0,2332.94,2216.05,19.9584
Email & CRM,2024-02-01,2025-06-01,16,19,116.89,6.15,0,0.00,0.0,2332.94,2216.05,19.9584
Email & CRM,2024-02-01,2025-07-01,17,19,116.89,6.15,1,189.90,-112.18,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2025-08-01,18,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2025-09-01,19,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2025-10-01,20,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2025-11-01,21,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2025-12-01,22,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2026-01-01,23,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2026-02-01,24,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2026-03-01,25,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2026-04-01,26,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2026-05-01,27,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-02-01,2026-06-01,28,19,116.89,6.15,0,0.00,0.0,2220.76,2103.87,18.9987
Email & CRM,2024-07-01,2024-07-01,0,22,139.78,6.35,21,5785.43,1197.86,1197.86,1058.08,8.5696
Email & CRM,2024-07-01,2024-08-01,1,22,139.78,6.35,5,1980.22,462.84,1660.7,1520.92,11.8808
Email & CRM,2024-07-01,2024-09-01,2,22,139.78,6.35,5,1858.04,554.13,2214.83,2075.05,15.8451
Email & CRM,2024-07-01,2024-10-01,3,22,139.78,6.35,5,974.55,209.8,2424.63,2284.85,17.346
Email & CRM,2024-07-01,2024-11-01,4,22,139.78,6.35,4,1814.40,-135.27,2289.36,2149.58,16.3783
Email & CRM,2024-07-01,2024-12-01,5,22,139.78,6.35,6,760.14,126.35,2415.71,2275.93,17.2822
Email & CRM,2024-07-01,2025-01-01,6,22,139.78,6.35,2,452.84,156.68,2572.39,2432.61,18.4031
Email & CRM,2024-07-01,2025-02-01,7,22,139.78,6.35,4,1422.97,371.65,2944.04,2804.26,21.062
Email & CRM,2024-07-01,2025-03-01,8,22,139.78,6.35,4,1326.82,480.45,3424.49,3284.71,24.4991
Email & CRM,2024-07-01,2025-04-01,9,22,139.78,6.35,1,74.87,39.02,3463.51,3323.73,24.7783
Email & CRM,2024-07-01,2025-05-01,10,22,139.78,6.35,0,0.00,0.0,3463.51,3323.73,24.7783
Email & CRM,2024-07-01,2025-06-01,11,22,139.78,6.35,0,0.00,0.0,3463.51,3323.73,24.7783
Email & CRM,2024-07-01,2025-07-01,12,22,139.78,6.35,1,489.38,148.08,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2025-08-01,13,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2025-09-01,14,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2025-10-01,15,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2025-11-01,16,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2025-12-01,17,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2026-01-01,18,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2026-02-01,19,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2026-03-01,20,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2026-04-01,21,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2026-05-01,22,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-07-01,2026-06-01,23,22,139.78,6.35,0,0.00,0.0,3611.59,3471.81,25.8377
Email & CRM,2024-12-01,2024-12-01,0,51,285.33,5.59,48,14166.99,4220.4,4220.4,3935.07,14.7913
Email & CRM,2024-12-01,2025-01-01,1,51,285.33,5.59,14,3639.64,420.8,4641.2,4355.87,16.2661
Email & CRM,2024-12-01,2025-02-01,2,51,285.33,5.59,11,3451.05,619.45,5260.65,4975.32,18.4371
Email & CRM,2024-12-01,2025-03-01,3,51,285.33,5.59,12,2654.39,572.08,5832.73,5547.4,20.442
Email & CRM,2024-12-01,2025-04-01,4,51,285.33,5.59,10,2851.38,469.92,6302.65,6017.32,22.089
Email & CRM,2024-12-01,2025-05-01,5,51,285.33,5.59,10,3254.79,756.61,7059.26,6773.93,24.7407
Email & CRM,2024-12-01,2025-06-01,6,51,285.33,5.59,6,2171.10,390.98,7450.24,7164.91,26.111
Email & CRM,2024-12-01,2025-07-01,7,51,285.33,5.59,7,2471.06,599.36,8049.6,7764.27,28.2115
Email & CRM,2024-12-01,2025-08-01,8,51,285.33,5.59,6,903.22,262.11,8311.71,8026.38,29.1302
Email & CRM,2024-12-01,2025-09-01,9,51,285.33,5.59,4,889.17,184.61,8496.32,8210.99,29.7772
Email & CRM,2024-12-01,2025-10-01,10,51,285.33,5.59,5,2661.17,472.51,8968.83,8683.5,31.4332
Email & CRM,2024-12-01,2025-11-01,11,51,285.33,5.59,2,366.51,67.86,9036.69,8751.36,31.671
Email & CRM,2024-12-01,2025-12-01,12,51,285.33,5.59,1,80.31,43.64,9080.33,8795.0,31.824
Email & CRM,2024-12-01,2026-01-01,13,51,285.33,5.59,3,593.88,185.11,9265.44,8980.11,32.4727
Email & CRM,2024-12-01,2026-02-01,14,51,285.33,5.59,2,580.56,160.15,9425.59,9140.26,33.034
Email & CRM,2024-12-01,2026-03-01,15,51,285.33,5.59,2,728.16,164.14,9589.73,9304.4,33.6093
Email & CRM,2024-12-01,2026-04-01,16,51,285.33,5.59,1,50.69,26.92,9616.65,9331.32,33.7036
Email & CRM,2024-12-01,2026-05-01,17,51,285.33,5.59,3,604.91,164.57,9781.22,9495.89,34.2804
Email & CRM,2024-12-01,2026-06-01,18,51,285.33,5.59,0,0.00,0.0,9781.22,9495.89,34.2804
Email & CRM,2025-02-01,2025-02-01,0,22,132.40,6.02,22,6896.62,1429.9,1429.9,1297.5,10.7998
Email & CRM,2025-02-01,2025-03-01,1,22,132.40,6.02,5,1185.97,143.23,1573.13,1440.73,11.8816
Email & CRM,2025-02-01,2025-04-01,2,22,132.40,6.02,4,742.16,166.91,1740.04,1607.64,13.1423
Email & CRM,2025-02-01,2025-05-01,3,22,132.40,6.02,4,1393.41,411.58,2151.62,2019.22,16.2509
Email & CRM,2025-02-01,2025-06-01,4,22,132.40,6.02,3,708.67,271.64,2423.26,2290.86,18.3026
Email & CRM,2025-02-01,2025-07-01,5,22,132.40,6.02,4,484.79,54.33,2477.59,2345.19,18.7129
Email & CRM,2025-02-01,2025-08-01,6,22,132.40,6.02,5,1251.36,171.67,2649.26,2516.86,20.0095
Email & CRM,2025-02-01,2025-09-01,7,22,132.40,6.02,7,2097.54,688.86,3338.12,3205.72,25.2124
Email & CRM,2025-02-01,2025-10-01,8,22,132.40,6.02,2,195.25,102.16,3440.28,3307.88,25.984
Email & CRM,2025-02-01,2025-11-01,9,22,132.40,6.02,0,0.00,0.0,3440.28,3307.88,25.984
Email & CRM,2025-02-01,2025-12-01,10,22,132.40,6.02,2,632.14,12.3,3452.58,3320.18,26.0769
Email & CRM,2025-02-01,2026-01-01,11,22,132.40,6.02,0,0.00,0.0,3452.58,3320.18,26.0769
Email & CRM,2025-02-01,2026-02-01,12,22,132.40,6.02,0,0.00,0.0,3452.58,3320.18,26.0769
Email & CRM,2025-02-01,2026-03-01,13,22,132.40,6.02,0,0.00,0.0,3452.58,3320.18,26.0769
Email & CRM,2025-02-01,2026-04-01,14,22,132.40,6.02,0,0.00,0.0,3452.58,3320.18,26.0769
Email & CRM,2025-02-01,2026-05-01,15,22,132.40,6.02,0,0.00,0.0,3452.58,3320.18,26.0769
Email & CRM,2025-02-01,2026-06-01,16,22,132.40,6.02,0,0.00,0.0,3452.58,3320.18,26.0769
Email & CRM,2025-09-01,2025-09-01,0,41,239.92,5.85,37,10101.60,3341.78,3341.78,3101.86,13.9287
Email & CRM,2025-09-01,2025-10-01,1,41,239.92,5.85,12,3220.71,1160.93,4502.71,4262.79,18.7675
Email & CRM,2025-09-01,2025-11-01,2,41,239.92,5.85,13,3668.36,346.72,4849.43,4609.51,20.2127
Email & CRM,2025-09-01,2025-12-01,3,41,239.92,5.85,11,1992.03,683.2,5532.63,5292.71,23.0603
Email & CRM,2025-09-01,2026-01-01,4,41,239.92,5.85,9,1889.53,366.83,5899.46,5659.54,24.5893
Email & CRM,2025-09-01,2026-02-01,5,41,239.92,5.85,7,1873.43,720.95,6620.41,6380.49,27.5942
Email & CRM,2025-09-01,2026-03-01,6,41,239.92,5.85,3,835.82,116.9,6737.31,6497.39,28.0815
Email & CRM,2025-09-01,2026-04-01,7,41,239.92,5.85,4,561.47,137.09,6874.4,6634.48,28.6529
Email & CRM,2025-09-01,2026-05-01,8,41,239.92,5.85,6,1377.01,517.88,7392.28,7152.36,30.8114
Email & CRM,2025-09-01,2026-06-01,9,41,239.92,5.85,3,604.77,212.23,7604.51,7364.59,31.696
Email & CRM,2025-12-01,2025-12-01,0,38,223.12,5.87,37,10900.05,2183.35,2183.35,1960.23,9.7855
Email & CRM,2025-12-01,2026-01-01,1,38,223.12,5.87,10,4709.21,782.2,2965.55,2742.43,13.2913
Email & CRM,2025-12-01,2026-02-01,2,38,223.12,5.87,15,4550.51,795.47,3761.02,3537.9,16.8565
Email & CRM,2025-12-01,2026-03-01,3,38,223.12,5.87,7,2787.19,502.31,4263.33,4040.21,19.1078
Email & CRM,2025-12-01,2026-04-01,4,38,223.12,5.87,7,1752.44,517.47,4780.8,4557.68,21.427
Email & CRM,2025-12-01,2026-05-01,5,38,223.12,5.87,2,281.30,145.94,4926.74,4703.62,22.0811
Email & CRM,2025-12-01,2026-06-01,6,38,223.12,5.87,3,330.60,140.51,5067.25,4844.13,22.7109
Email & CRM,2026-02-01,2026-02-01,0,30,180.52,6.02,27,6954.80,1504.53,1504.53,1324.01,8.3344
Email & CRM,2026-02-01,2026-03-01,1,30,180.52,6.02,11,3783.84,691.93,2196.46,2015.94,12.1674
Email & CRM,2026-02-01,2026-04-01,2,30,180.52,6.02,4,1684.63,490.79,2687.25,2506.73,14.8862
Email & CRM,2026-02-01,2026-05-01,3,30,180.52,6.02,8,1029.86,293.26,2980.51,2799.99,16.5107
Email & CRM,2026-02-01,2026-06-01,4,30,180.52,6.02,9,3594.20,356.91,3337.42,3156.9,18.4878
Organic Search,2024-06-01,2024-06-01,0,49,181.70,3.71,46,14051.62,3271.29,3271.29,3089.59,18.0038
Organic Search,2024-06-01,2024-07-01,1,49,181.70,3.71,10,1639.36,481.88,3753.17,3571.47,20.6559
Organic Search,2024-06-01,2024-08-01,2,49,181.70,3.71,5,730.81,186.02,3939.19,3757.49,21.6796
Organic Search,2024-06-01,2024-09-01,3,49,181.70,3.71,7,1226.90,218.67,4157.86,3976.16,22.8831
Organic Search,2024-06-01,2024-10-01,4,49,181.70,3.71,7,1731.64,316.76,4474.62,4292.92,24.6264
Organic Search,2024-06-01,2024-11-01,5,49,181.70,3.71,4,1192.46,421.08,4895.7,4714.0,26.9439
Organic Search,2024-06-01,2024-12-01,6,49,181.70,3.71,2,551.33,99.34,4995.04,4813.34,27.4906
Organic Search,2024-06-01,2025-01-01,7,49,181.70,3.71,4,351.86,52.04,5047.08,4865.38,27.777
Organic Search,2024-06-01,2025-02-01,8,49,181.70,3.71,3,1039.26,409.09,5456.17,5274.47,30.0285
Organic Search,2024-06-01,2025-03-01,9,49,181.70,3.71,1,1126.86,155.55,5611.72,5430.02,30.8845
Organic Search,2024-06-01,2025-04-01,10,49,181.70,3.71,2,740.82,214.15,5825.87,5644.17,32.0631
Organic Search,2024-06-01,2025-05-01,11,49,181.70,3.71,2,97.16,55.72,5881.59,5699.89,32.3698
Organic Search,2024-06-01,2025-06-01,12,49,181.70,3.71,0,0.00,0.0,5881.59,5699.89,32.3698
Organic Search,2024-06-01,2025-07-01,13,49,181.70,3.71,2,117.36,3.54,5885.13,5703.43,32.3893
Organic Search,2024-06-01,2025-08-01,14,49,181.70,3.71,1,393.45,-49.88,5835.25,5653.55,32.1147
Organic Search,2024-06-01,2025-09-01,15,49,181.70,3.71,2,365.18,126.11,5961.36,5779.66,32.8088
Organic Search,2024-06-01,2025-10-01,16,49,181.70,3.71,1,821.38,-115.38,5845.98,5664.28,32.1738
Organic Search,2024-06-01,2025-11-01,17,49,181.70,3.71,0,0.00,0.0,5845.98,5664.28,32.1738
Organic Search,2024-06-01,2025-12-01,18,49,181.70,3.71,1,161.57,15.41,5861.39,5679.69,32.2586
Organic Search,2024-06-01,2026-01-01,19,49,181.70,3.71,0,0.00,0.0,5861.39,5679.69,32.2586
Organic Search,2024-06-01,2026-02-01,20,49,181.70,3.71,1,797.45,80.9,5942.29,5760.59,32.7039
Organic Search,2024-06-01,2026-03-01,21,49,181.70,3.71,0,0.00,0.0,5942.29,5760.59,32.7039
Organic Search,2024-06-01,2026-04-01,22,49,181.70,3.71,0,0.00,0.0,5942.29,5760.59,32.7039
Organic Search,2024-06-01,2026-05-01,23,49,181.70,3.71,0,0.00,0.0,5942.29,5760.59,32.7039
Organic Search,2024-06-01,2026-06-01,24,49,181.70,3.71,1,138.42,33.76,5976.05,5794.35,32.8897
Organic Search,2026-04-01,2026-04-01,0,49,185.14,3.78,48,14141.42,3162.12,3162.12,2976.98,17.0796
Organic Search,2026-04-01,2026-05-01,1,49,185.14,3.78,8,1745.06,550.39,3712.51,3527.37,20.0524
Organic Search,2026-04-01,2026-06-01,2,49,185.14,3.78,9,5388.82,1046.42,4758.93,4573.79,25.7045
Affiliate,2024-04-01,2024-04-01,0,31,1339.72,43.22,28,7082.06,921.5,921.5,-418.22,0.6878
Affiliate,2024-04-01,2024-05-01,1,31,1339.72,43.22,8,3151.10,618.42,1539.92,200.2,1.1494
Affiliate,2024-04-01,2024-06-01,2,31,1339.72,43.22,5,822.50,231.46,1771.38,431.66,1.3222
Affiliate,2024-04-01,2024-07-01,3,31,1339.72,43.22,2,1391.52,269.44,2040.82,701.1,1.5233
Affiliate,2024-04-01,2024-08-01,4,31,1339.72,43.22,0,0.00,0.0,2040.82,701.1,1.5233
Affiliate,2024-04-01,2024-09-01,5,31,1339.72,43.22,1,11.93,6.57,2047.39,707.67,1.5282
Affiliate,2024-04-01,2024-10-01,6,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2024-11-01,7,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2024-12-01,8,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-01-01,9,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-02-01,10,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-03-01,11,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-04-01,12,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-05-01,13,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-06-01,14,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-07-01,15,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-08-01,16,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-09-01,17,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-10-01,18,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-11-01,19,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2025-12-01,20,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2026-01-01,21,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2026-02-01,22,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2026-03-01,23,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2026-04-01,24,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2026-05-01,25,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Affiliate,2024-04-01,2026-06-01,26,31,1339.72,43.22,0,0.00,0.0,2047.39,707.67,1.5282
Email & CRM,2024-06-01,2024-06-01,0,43,268.20,6.24,36,12553.50,1816.75,1816.75,1548.55,6.7739
